"nest1","nest2","weight","site_comb","site_same_other","site_same_semi_other","dyad_ID","spatial","spatial_z","spatial_weight","prospect_weight","spatial_weight_z","prospect_weight_z","year","nest1_anthro","nest2_anthro","anthro","anthro_binary"
"Y33","Y23",0.428571428571428,"YY","same","same","Y23_Y33",117.055126430922,-0.0391482456343402,0.690734103052706,0,0.0391406255377943,NA,"2024",0,0,0,1
"Y34","Y23",0.5,"YY","same","same","Y23_Y34",29.6003708280556,-1.13257262015801,0.928260273121176,0,1.13235216806441,NA,"2024",1,0,1,0
"Y35","Y23",0.714285714285714,"YY","same","same","Y23_Y35",36.3841741410929,-1.04775646758499,0.909835536715067,0,1.04755252471832,NA,"2024",0,0,0,1
"Y25","Y24",0.6,"YY","same","same","Y24_Y25",23.6817621633136,-1.20657146599189,0.944335150222819,0,1.20633661022986,NA,"2024",0,0,0,1
"Y26","Y24",0.5,"YY","same","same","Y24_Y26",35.4527054022,-1.05940238227758,0.912365395732596,0,1.05919617256618,NA,"2024",1,0,1,0
"Y27","Y24",0.6,"YY","same","same","Y24_Y27",63.8345337245342,-0.704551663557263,0.83528065706432,0,0.704414524546025,NA,"2024",0,0,0,1
"Y28","Y24",0.5,"YY","same","same","Y24_Y28",73.7496448714498,-0.58058557241203,0.808351322458153,0,0.580472563053799,NA,"2024",0,0,0,1
"Y29","Y24",0.5,"YY","same","same","Y24_Y29",85.438620953863,-0.434441303028056,0.776604189878132,0,0.43435674024321,NA,"2024",1,0,1,0
"Y30","Y24",0.75,"YY","same","same","Y24_Y30",84.7372939202067,-0.443209815018352,0.778508986514078,0,0.443123545467166,NA,"2024",0,0,0,1
"Y31","Y24",0.75,"YY","same","same","Y24_Y31",117.838854427605,-0.0293494955416415,0.68860550629265,0,0.0293437827444017,NA,"2024",0,0,0,1
"Y32","Y24",0.75,"YY","same","same","Y24_Y32",107.557616282818,-0.157893178618659,0.716529237864008,0,0.157862445152943,NA,"2024",0,0,0,1
"Y33","Y24",1,"YY","same","same","Y24_Y33",104.652777385088,-0.194211634178304,0.72441874888359,0,0.194173831426767,NA,"2024",0,0,0,1
"Y34","Y24",0.6,"YY","same","same","Y24_Y34",14.6494054762193,-1.31950070457909,0.968866933266388,0,1.31924386745654,NA,"2024",1,0,1,0
"Y35","Y24",0.6,"YY","same","same","Y24_Y35",25.8120933502453,-1.1799364816558,0.938549193766579,0,1.179706810319,NA,"2024",0,0,0,1
"Y26","Y25",0.571428571428571,"YY","same","same","Y25_Y26",12.1542452083377,-1.35069705332465,0.975643761559502,1,1.35043414392005,NA,"2024",1,0,1,0
"Y27","Y25",1,"YY","same","same","Y25_Y27",40.5982444083589,-0.995069028069314,0.898390167460038,0,0.994875340665421,NA,"2024",0,0,0,1
"Y28","Y25",0.833333333333333,"YY","same","same","Y25_Y28",50.4839859432933,-0.871470137648492,0.871540600402271,0,0.871300508423012,NA,"2024",0,0,0,1
"Y29","Y25",0.571428571428571,"YY","same","same","Y25_Y29",62.0834625606527,-0.726444857116778,0.840036547401065,0,0.726303456656632,NA,"2024",1,0,1,0
"Y30","Y25",0.8,"YY","same","same","Y25_Y30",61.0969778996408,-0.738778621770381,0.842715829067868,0,0.738634820577433,NA,"2024",0,0,0,1
"Y31","Y25",0.5,"YY","same","same","Y25_Y31",94.6699197842687,-0.319024741857692,0.75153208212563,0,0.318962644583749,NA,"2024",0,0,0,1
"Y32","Y25",0.8,"YY","same","same","Y25_Y32",86.1899477627952,-0.425047656673933,0.77456359439347,0,0.424964922336083,NA,"2024",0,0,0,1
"Y33","Y25",0.6,"YY","same","same","Y25_Y33",90.3087529284441,-0.373551292285409,0.763376964123786,0,0.373478581570893,NA,"2024",0,0,0,1
"Y34","Y25",0.428571428571428,"YY","same","same","Y25_Y34",15.8631874471257,-1.30432509996848,0.965570314564979,0,1.30407121673494,NA,"2024",1,0,1,0
"Y35","Y25",1,"YY","same","same","Y25_Y35",27.1203865008914,-1.16357922800987,0.934995883723487,0,1.16335274056675,NA,"2024",0,0,0,1
"Y27","Y26",0.571428571428571,"YY","same","same","Y26_Y27",28.4807202059758,-1.14657132466177,0.931301232097553,0,1.14634814775948,NA,"2024",0,1,1,0
"Y28","Y26",0.714285714285714,"YY","same","same","Y26_Y28",38.383441993105,-1.0227601345037,0.90440554685853,0,1.02256105710337,NA,"2024",0,1,1,0
"Y29","Y26",0.714285714285714,"YY","same","same","Y26_Y29",50.0272489253522,-0.877180603417008,0.872781093201687,0,0.877009862665333,NA,"2024",1,1,2,1
"Y30","Y26",0.428571428571428,"YY","same","same","Y26_Y30",50.0080975074456,-0.877420048682178,0.872833108245527,0,0.877249261323153,NA,"2024",0,1,1,0
"Y31","Y26",0.666666666666667,"YY","same","same","Y26_Y31",82.5563225964166,-0.470477939994865,0.784432481034165,0,0.4703863627794,NA,"2024",0,1,1,0
"Y32","Y26",0.666666666666667,"YY","same","same","Y26_Y32",74.2963182038554,-0.573750655975139,0.806866563601648,0,0.57363897701428,NA,"2024",0,1,1,0
"Y33","Y26",0.5,"YY","same","same","Y26_Y33",81.4902955315211,-0.483806202919203,0.787327799009367,0,0.483712031394628,NA,"2024",0,1,1,0
"Y34","Y26",0.375,"YY","same","same","Y26_Y34",24.9107250974147,-1.19120605769284,0.940997300189612,0,1.19097419276457,NA,"2024",1,1,2,1
"Y35","Y26",0.571428571428571,"YY","same","same","Y26_Y35",31.8805695193165,-1.10406388086082,0.922067278144554,0,1.10384897791361,NA,"2024",0,1,1,0
"Y28","Y27",0.833333333333333,"YY","same","same","Y27_Y28",9.91517549221,-1.37869156759657,0.981725050684627,0,1.37842320913805,NA,"2024",0,0,0,1
"Y29","Y27",0.571428571428571,"YY","same","same","Y27_Y29",21.6251068413815,-1.23228529988797,0.949921003826799,0,1.23204543900008,NA,"2024",1,0,1,0
"Y30","Y27",0.8,"YY","same","same","Y27_Y30",25.7423980187892,-1.18080786450604,0.938738485532799,0,1.180578023557,NA,"2024",0,0,0,1
"Y31","Y27",0.5,"YY","same","same","Y27_Y31",54.076200656726,-0.826557598597714,0.861784184103769,0,0.826396711472376,NA,"2024",0,0,0,1
"Y32","Y27",0.8,"YY","same","same","Y27_Y32",48.0554788849806,-0.901833138413368,0.878136399299299,0,0.90165759911469,NA,"2024",0,0,0,1
"Y33","Y27",0.6,"YY","same","same","Y27_Y33",67.6252655412385,-0.657157116089897,0.824985070461034,0,0.657029202294799,NA,"2024",0,0,0,1
"Y34","Y27",0.428571428571428,"YY","same","same","Y27_Y34",52.0165258757214,-0.852309184015996,0.867378238525923,0,0.852143284416562,NA,"2024",1,0,1,0
"Y35","Y27",1,"YY","same","same","Y27_Y35",54.4772969391472,-0.82154279467188,0.860694810940064,0,0.821382883664103,NA,"2024",0,0,0,1
"Y29","Y28",0.714285714285714,"YY","same","same","Y28_Y29",11.7374763615281,-1.35590780730255,0.97677570123853,0,1.35564388363926,NA,"2024",1,0,1,0
"Y30","Y28",0.666666666666667,"YY","same","same","Y28_Y30",19.5668623543673,-1.25801900270741,0.955511173585949,1,1.25777413282621,NA,"2024",0,0,0,1
"Y31","Y28",0.666666666666667,"YY","same","same","Y28_Y31",44.1876170976016,-0.950192022117919,0.888641470068489,0,0.95000706989775,NA,"2024",0,0,0,1
"Y32","Y28",0.666666666666667,"YY","same","same","Y28_Y32",40.0048687030892,-1.00248785229356,0.900001769455982,0,1.00229272083628,NA,"2024",0,0,0,1
"Y33","Y28",0.5,"YY","same","same","Y28_Y33",65.6398193043197,-0.681980641063331,0.83037752096051,0,0.681847895438509,NA,"2024",0,0,0,1
"Y34","Y28",0.375,"YY","same","same","Y28_Y34",61.8327542680716,-0.72957939858469,0.840717468411372,0,0.729437387994813,NA,"2024",1,0,1,0
"Y35","Y28",0.833333333333333,"YY","same","same","Y28_Y35",63.6775013495332,-0.706514999058366,0.835707155295933,0,0.706377477889364,NA,"2024",0,0,0,1
"Y30","Y29",0.428571428571428,"YY","same","same","Y29_Y30",16.3045695818448,-1.2988066123659,0.964371525462274,1,1.29855380329054,NA,"2024",0,1,1,0
"Y31","Y29",0.666666666666667,"YY","same","same","Y29_Y31",32.7139289281493,-1.09364460195398,0.91980388300605,1,1.09343172709027,NA,"2024",0,1,1,0
"Y32","Y29",0.666666666666667,"YY","same","same","Y29_Y32",32.8572963239462,-1.09185211618238,0.919414498710118,0,1.09163959022102,NA,"2024",0,1,1,0
"Y33","Y29",0.5,"YY","same","same","Y29_Y33",66.3701528711579,-0.672849467829711,0.828393942894255,0,0.672718499562226,NA,"2024",0,1,1,0
"Y34","Y29",0.571428571428571,"YY","same","same","Y29_Y34",73.5662652479423,-0.582878320802348,0.808849379531666,0,0.582764865167054,NA,"2024",1,1,2,1
"Y35","Y29",0.571428571428571,"YY","same","same","Y29_Y35",75.1046120101463,-0.563644765866791,0.80467124636847,0,0.563535053989184,NA,"2024",0,1,1,0
"Y31","Y30",0.6,"YY","same","same","Y30_Y31",40.6564638908971,-0.994341124814189,0.898232043975325,1,0.99414757909463,NA,"2024",0,0,0,1
"Y32","Y30",0.6,"YY","same","same","Y30_Y32",47.988773886691,-0.902667133895141,0.878317569352991,0,0.902491432261575,NA,"2024",0,0,0,1
"Y33","Y30",0.75,"YY","same","same","Y30_Y33",82.3999176632707,-0.472433430751412,0.784857275140487,0,0.472341472905138,NA,"2024",0,0,0,1
"Y34","Y30",0.5,"YY","same","same","Y30_Y34",74.8660623911241,-0.566627290558263,0.805319144552932,0,0.566516998140564,NA,"2024",1,0,1,0
"Y35","Y30",0.8,"YY","same","same","Y30_Y35",79.3162749543945,-0.510987424493257,0.793232415376713,0,0.510887962219907,NA,"2024",0,0,0,1
"Y32","Y31",0.6,"YY","same","same","Y31_Y32",25.6482303269697,-1.18198521900001,0.938994243965006,1,1.18175514888221,NA,"2024",0,0,0,1
"Y33","Y31",0.75,"YY","same","same","Y31_Y33",71.1105539067227,-0.613581449737691,0.815519064966754,1,0.613462017824202,NA,"2024",0,0,0,1
"Y34","Y31",0.5,"YY","same","same","Y31_Y34",105.449127560295,-0.1842550722255,0.722255870423222,0,0.184219207490907,NA,"2024",1,0,1,0
"Y35","Y31",0.5,"YY","same","same","Y31_Y35",105.430566516736,-0.184487136191655,0.722306282016722,0,0.18445122628646,NA,"2024",0,0,0,1
"Y33","Y32",0.75,"YY","same","same","Y32_Y33",45.4685496758048,-0.934176850690432,0.885162471044146,1,0.9339950157786,NA,"2024",0,0,0,1
"Y34","Y32",0.5,"YY","same","same","Y32_Y34",93.7632727913507,-0.330360316627884,0.753994525549631,0,0.330296012916009,NA,"2024",1,0,1,0
"Y35","Y32",0.8,"YY","same","same","Y32_Y35",90.6387068077998,-0.369425963574934,0.762480812957136,0,0.369354055844116,NA,"2024",0,0,0,1
"Y34","Y33",0.6,"YY","same","same","Y33_Y34",90.1088559149213,-0.376050553365879,0.763919882249883,0,0.375977356177183,NA,"2024",1,0,1,0
"Y35","Y33",0.6,"YY","same","same","Y33_Y35",80.6718890706736,-0.494038528953271,0.789550582102915,0,0.493942365735045,NA,"2024",0,0,0,1
"Y35","Y34",0.428571428571428,"YY","same","same","Y34_Y35",14.042500838809,-1.32708867757131,0.97051527969566,1,1.32683036347104,NA,"2024",0,1,1,0
"Z03","Z02",0.5,"ZZ","same","same","Z02_Z03",40.5224767202061,-0.996016332037593,0.898595951681351,0,0.995822460243632,NA,"2024",1,1,2,1
"Z05","Z02",0.555555555555556,"ZZ","same","same","Z02_Z05",25.5472771107915,-1.18324741116435,0.939268431807961,0,1.18301709536437,NA,"2024",1,1,2,1
"Z06","Z02",0.857142857142857,"ZZ","same","same","Z02_Z06",19.7606746719261,-1.25559581701967,0.954984781428262,0,1.25535141880479,NA,"2024",0,1,1,0
"Z07","Z02",0.714285714285714,"ZZ","same","same","Z02_Z07",25.7408006694724,-1.18082783575479,0.938742823916262,0,1.1805979909184,NA,"2024",0,1,1,0
"Z08","Z02",0.75,"ZZ","same","same","Z02_Z08",19.6754258556868,-1.25666166110022,0.955216316290884,0,1.25641705542177,NA,"2024",1,1,2,1
"Z10","Z02",0.5,"ZZ","same","same","Z02_Z10",59.6485476407492,-0.756887973731313,0.846649749980849,0,0.756740647603644,NA,"2024",1,1,2,1
"Z11","Z02",0.857142857142857,"ZZ","same","same","Z02_Z11",63.3241926200764,-0.710932327468433,0.836666737982787,0,0.710793946478807,NA,"2024",1,1,2,1
"Z13","Z02",0.714285714285714,"ZZ","same","same","Z02_Z13",87.0250392201348,-0.414606722408928,0.77229549502996,0,0.414526020369738,NA,"2024",1,1,2,1
"Z14","Z02",0.625,"ZZ","same","same","Z02_Z14",73.3967500459857,-0.584997725886655,0.809309780986242,0,0.584883857715087,NA,"2024",1,1,2,1
"Z15","Z02",0.625,"ZZ","same","same","Z02_Z15",79.6342468897553,-0.50701190295482,0.792368807040324,0,0.506913214505621,NA,"2024",1,1,2,1
"Z16","Z02",0.5,"ZZ","same","same","Z02_Z16",89.1339895956248,-0.38823905687347,0.766567608626283,0,0.388163487226648,NA,"2024",1,1,2,1
"Z17","Z02",0.625,"ZZ","same","same","Z02_Z17",100.60020973008,-0.244879847963206,0.73542547879098,0,0.244832182785535,NA,"2024",1,1,2,1
"Z18","Z02",0.428571428571428,"ZZ","same","same","Z02_Z18",81.1521561317361,-0.488033873091773,0.788246181960946,0,0.48793887866302,NA,"2024",0,1,1,0
