"nest1","nest2","weight","site_comb","site_same_other","site_same_semi_other","dyad_ID","spatial","spatial_z","spatial_weight","prospect_weight","spatial_weight_z","prospect_weight_z","year","nest1_anthro","nest2_anthro","anthro","anthro_binary"
"Y33","Y14",0.6,"YY","same","same","Y14_Y33",268.559879470404,1.50435775068216,0.279248832885665,NA,-1.50387019346609,NA,"2026",0,1,1,0
"Y34","Y14",0.4,"YY","same","same","Y14_Y34",180.59261154102,0.51169197591686,0.51816698088823,NA,-0.511526138292697,NA,"2026",1,1,2,1
"Y35","Y14",0.5,"YY","same","same","Y14_Y35",192.987057103619,0.651556975669505,0.484503800832303,NA,-0.651345808275961,NA,"2026",0,1,1,0
"Y17","Y16",0.75,"YY","same","same","Y16_Y17",5.992222142825,-1.45858441092528,0.992379749540205,NA,1.4581116886925,NA,"2026",1,0,1,0
"Y18","Y16",0.777777777777778,"YY","same","same","Y16_Y18",23.4952639831573,-1.26107150643073,0.944841677262451,NA,1.26066279745664,NA,"2026",1,0,1,0
"Y19","Y16",0.777777777777778,"YY","same","same","Y16_Y19",84.4044963269146,-0.573741869645695,0.779412861177014,NA,0.573555921862608,NA,"2026",1,0,1,0
"Y20","Y16",0.625,"YY","same","same","Y16_Y20",84.7352586667454,-0.570009385256218,0.77851451424046,NA,0.569824647158591,NA,"2026",1,0,1,0
"Y21","Y16",0.875,"YY","same","same","Y16_Y21",86.925982562026,-0.545288182881816,0.772564531841717,NA,0.545111456841562,NA,"2026",1,0,1,0
"Y22","Y16",0.777777777777778,"YY","same","same","Y16_Y22",94.849043335831,-0.455880481055096,0.751045584497475,NA,0.45573273174606,NA,"2026",0,0,0,1
"Y23","Y16",0.666666666666667,"YY","same","same","Y16_Y23",119.038385552759,-0.182916085342528,0.685347592734129,NA,0.182856802863142,NA,"2026",0,0,0,1
"Y24","Y16",0.75,"YY","same","same","Y16_Y24",128.710906682395,-0.0737666152374551,0.659077129990381,NA,0.0737427077290529,NA,"2026",0,0,0,1
"Y25","Y16",0.625,"YY","same","same","Y16_Y25",143.962182625219,0.098336259005456,0.617654829529023,NA,-0.0983043885593087,NA,"2026",0,0,0,1
"Y26","Y16",0.555555555555556,"YY","same","same","Y16_Y26",154.75454767225,0.220122596846031,0.588342882820913,NA,-0.220051255863167,NA,"2026",1,0,1,0
"Y27","Y16",0.875,"YY","same","same","Y16_Y27",179.622042837746,0.500739602875428,0.520803034986007,NA,-0.500577314878012,NA,"2026",0,0,0,1
"Y28","Y16",0.5,"YY","same","same","Y16_Y28",188.256550984313,0.598175625623225,0.497351804274296,NA,-0.597981758943163,NA,"2026",0,0,0,1
"Y29","Y16",0.444444444444444,"YY","same","same","Y16_Y29",198.041913508695,0.708598453343901,0.470774865523217,NA,-0.708368799001994,NA,"2026",1,0,1,0
"Y30","Y16",0.5,"YY","same","same","Y16_Y30",188.997186538025,0.606533320286826,0.495340246123145,NA,-0.606336744906428,NA,"2026",0,0,0,1
"Y31","Y16",0.666666666666667,"YY","same","same","Y16_Y31",229.316542951838,1.06151670347755,0.38583331030724,NA,-1.06117266953447,NA,"2026",0,0,0,1
"Y32","Y16",0.875,"YY","same","same","Y16_Y32",227.656891621149,1.0427883842652,0.390340905366083,NA,-1.04245042010651,NA,"2026",0,0,0,1
"Y33","Y16",0.666666666666667,"YY","same","same","Y16_Y33",232.996143704703,1.10303912219244,0.375839554471047,NA,-1.10268163097508,NA,"2026",0,0,0,1
"Y34","Y16",0.625,"YY","same","same","Y16_Y34",143.030627237726,0.0878241313444655,0.620184923883212,NA,-0.0877956678430394,NA,"2026",1,0,1,0
"Y35","Y16",0.75,"YY","same","same","Y16_Y35",154.015756717986,0.211785717546876,0.590349431059918,NA,-0.211717078518158,NA,"2026",0,0,0,1
"Y18","Y17",0.777777777777778,"YY","same","same","Y17_Y18",17.6243216254362,-1.32732209805769,0.960787093189913,NA,1.32689191749282,NA,"2026",1,1,2,1
"Y19","Y17",0.777777777777778,"YY","same","same","Y17_Y19",87.4073196871283,-0.539856538800333,0.771257225417393,NA,0.5396815731374,NA,"2026",1,1,2,1
"Y20","Y17",0.444444444444444,"YY","same","same","Y17_Y20",86.8122893767583,-0.546571152519226,0.772873321302889,NA,0.546394010672888,NA,"2026",1,1,2,1
"Y21","Y17",0.666666666666667,"YY","same","same","Y17_Y21",88.3052189310341,-0.529724203562543,0.768818540785069,NA,0.529552521754902,NA,"2026",1,1,2,1
"Y22","Y17",0.777777777777778,"YY","same","same","Y17_Y22",95.6862716511469,-0.446432786317711,0.748771681450819,NA,0.446288098974317,NA,"2026",0,1,1,0
"Y23","Y17",0.875,"YY","same","same","Y17_Y23",115.715362104368,-0.220414710951862,0.694372888469083,NA,0.220343275295813,NA,"2026",0,1,1,0
"Y24","Y17",0.75,"YY","same","same","Y17_Y24",124.845185377179,-0.117389309505381,0.669576387233172,NA,0.117351264030551,NA,"2026",0,1,1,0
"Y25","Y17",0.625,"YY","same","same","Y17_Y25",139.50704030591,0.0480622490676131,0.629754947869309,NA,-0.0480466722566166,NA,"2026",0,1,1,0
"Y26","Y17",0.555555555555556,"YY","same","same","Y17_Y26",150.146499309171,0.168123120152455,0.600858292321829,NA,-0.168068632022633,NA,"2026",1,1,2,1
"Y27","Y17",0.666666666666667,"YY","same","same","Y17_Y27",174.701386080357,0.445212499813083,0.534167485503845,NA,-0.445068207960383,NA,"2026",0,1,1,0
"Y28","Y17",0.333333333333333,"YY","same","same","Y17_Y28",183.244350156724,0.541615494395877,0.510964887496406,NA,-0.541439958661435,NA,"2026",0,1,1,0
"Y29","Y17",0.625,"YY","same","same","Y17_Y29",192.919573904165,0.650795462165141,0.484687084471939,NA,-0.650584541575527,NA,"2026",1,1,2,1
"Y30","Y17",0.5,"YY","same","same","Y17_Y30",183.667892438977,0.546394953138367,0.509814551239996,NA,-0.546217868397648,NA,"2026",0,1,1,0
"Y31","Y17",0.875,"YY","same","same","Y17_Y31",224.054772789159,1.00214030952877,0.400124221143435,NA,-1.00181551927246,NA,"2026",0,1,1,0
"Y32","Y17",0.875,"YY","same","same","Y17_Y32",222.753335505828,0.987454253231062,0.403658910725071,NA,-0.987134222675507,NA,"2026",0,1,1,0
"Y33","Y17",0.666666666666667,"YY","same","same","Y17_Y33",228.866425125596,1.05643735326877,0.387055825453613,NA,-1.05609496552578,NA,"2026",0,1,1,0
"Y34","Y17",0.444444444444444,"YY","same","same","Y17_Y34",139.051997338753,0.0429273211543435,0.630990839645124,NA,-0.0429134085559703,NA,"2026",1,1,2,1
"Y35","Y17",0.555555555555556,"YY","same","same","Y17_Y35",150.306103483131,0.169924171892831,0.600424809112066,NA,-0.169869100048283,NA,"2026",0,1,1,0
"Y19","Y18",1,"YY","same","same","Y18_Y19",100.671693358894,-0.390174843806348,0.735231330028481,NA,0.390048389470242,NA,"2026",1,1,2,1
"Y20","Y18",0.666666666666667,"YY","same","same","Y18_Y20",98.1027054419186,-0.419164562834734,0.742208673417815,NA,0.419028713029566,NA,"2026",1,1,2,1
"Y21","Y18",0.888888888888889,"YY","same","same","Y18_Y21",97.9627634961232,-0.420743736353645,0.742588754228602,NA,0.420607374743726,NA,"2026",1,1,2,1
"Y22","Y18",1,"YY","same","same","Y18_Y22",103.891850294434,-0.353837014355409,0.726485418629547,NA,0.353722336985891,NA,"2026",0,1,1,0
"Y23","Y18",0.888888888888889,"YY","same","same","Y18_Y23",111.203406555188,-0.271329829226637,0.706627310927051,NA,0.271241892154411,NA,"2026",0,1,1,0
"Y24","Y18",0.777777777777778,"YY","same","same","Y18_Y24",118.251321779322,-0.191797698797614,0.687485249427758,NA,0.191735537817599,NA,"2026",0,1,1,0
"Y25","Y18",0.666666666666667,"YY","same","same","Y18_Y25",130.511738050822,-0.0534451512697771,0.65418609147643,NA,0.0534278298785361,NA,"2026",0,1,1,0
"Y26","Y18",0.777777777777778,"YY","same","same","Y18_Y26",140.464116365948,0.0588623645083938,0.627155539644587,NA,-0.0588432874168189,NA,"2026",1,1,2,1
"Y27","Y18",0.888888888888889,"YY","same","same","Y18_Y27",163.608817927129,0.320038522956151,0.564294780600571,NA,-0.319934799562419,NA,"2026",0,1,1,0
"Y28","Y18",0.555555555555556,"YY","same","same","Y18_Y28",171.733069586266,0.41171656136106,0.542229400988398,NA,-0.411583125427767,NA,"2026",0,1,1,0
"Y29","Y18",0.666666666666667,"YY","same","same","Y18_Y29",180.904466736067,0.515211102815907,0.517319985552358,NA,-0.515044124654719,NA,"2026",1,1,2,1
"Y30","Y18",0.555555555555556,"YY","same","same","Y18_Y30",170.755844103395,0.400689069955353,0.544883534827542,NA,-0.400559207994414,NA,"2026",0,1,1,0
"Y31","Y18",0.888888888888889,"YY","same","same","Y18_Y31",211.3540599535,0.858819239728105,0.43461921979957,NA,-0.85854089934169,NA,"2026",0,1,1,0
"Y32","Y18",0.888888888888889,"YY","same","same","Y18_Y32",211.580078168749,0.861369740067974,0.434005356772183,NA,-0.861090573073098,NA,"2026",0,1,1,0
"Y33","Y18",0.888888888888889,"YY","same","same","Y18_Y33",220.675146909456,0.964002954336769,0.409303248469468,NA,-0.9636905242672,NA,"2026",0,1,1,0
"Y34","Y18",0.666666666666667,"YY","same","same","Y18_Y34",131.893276406658,-0.0378551952026621,0.650433848248464,NA,0.0378429264630097,NA,"2026",1,1,2,1
"Y35","Y18",0.777777777777778,"YY","same","same","Y18_Y35",144.040283726742,0.0992175901218847,0.617442707782241,NA,-0.0991854340393283,NA,"2026",0,1,1,0
"Y20","Y19",0.666666666666667,"YY","same","same","Y19_Y20",14.6534020432518,-1.36084741103185,0.968856078633565,NA,1.36040636502739,NA,"2026",1,1,2,1
"Y21","Y19",0.888888888888889,"YY","same","same","Y19_Y21",25.3535805186746,-1.24010135165714,0.939794509656601,NA,1.23969943903869,NA,"2026",1,1,2,1
"Y22","Y19",1,"YY","same","same","Y19_Y22",35.833006927789,-1.12184636681608,0.911332500903474,NA,1.12148278023488,NA,"2026",0,1,1,0
"Y23","Y19",0.888888888888889,"YY","same","same","Y19_Y23",110.632794693808,-0.277768893196681,0.708177086569267,NA,0.277678869245783,NA,"2026",0,1,1,0
"Y24","Y19",0.777777777777778,"YY","same","same","Y19_Y24",126.856161941461,-0.0946964641299871,0.664114596640785,NA,0.0946657733289443,NA,"2026",0,1,1,0
"Y25","Y19",0.666666666666667,"YY","same","same","Y19_Y25",149.831710095313,0.164570884346825,0.60171325642105,NA,-0.164517547484512,NA,"2026",0,1,1,0
"Y26","Y19",0.777777777777778,"YY","same","same","Y19_Y26",161.945865992568,0.301272958111694,0.56881134006382,NA,-0.301175316573524,NA,"2026",1,1,2,1
"Y27","Y19",0.888888888888889,"YY","same","same","Y19_Y27",190.423960598111,0.622633738216223,0.491465143211827,NA,-0.622431944745289,NA,"2026",0,1,1,0
"Y28","Y19",0.555555555555556,"YY","same","same","Y19_Y28",200.315577163347,0.734255588621913,0.464599619635321,NA,-0.734017618889972,NA,"2026",0,1,1,0
"Y29","Y19",0.666666666666667,"YY","same","same","Y19_Y29",211.896012096133,0.864934893382189,0.433147283643411,NA,-0.864654570933284,NA,"2026",1,1,2,1
"Y30","Y19",0.555555555555556,"YY","same","same","Y19_Y30",209.050945042202,0.832829762032456,0.440874454981892,NA,-0.83255984474712,NA,"2026",0,1,1,0
"Y31","Y19",0.888888888888889,"YY","same","same","Y19_Y31",244.499732271284,1.23285125488472,0.344595932378369,NA,-1.23245169199791,NA,"2026",0,1,1,0
"Y32","Y19",0.888888888888889,"YY","same","same","Y19_Y32",233.928644672327,1.11356192024318,0.373306891931452,NA,-1.11320101862286,NA,"2026",0,1,1,0
"Y33","Y19",0.888888888888889,"YY","same","same","Y19_Y33",222.572775372353,0.985416724170456,0.40414931009416,NA,-0.98509735397112,NA,"2026",0,1,1,0
"Y34","Y19",0.666666666666667,"YY","same","same","Y19_Y34",140.199140298641,0.0558722446679215,0.62787521177669,NA,-0.0558541366639886,NA,"2026",1,1,2,1
"Y35","Y19",0.777777777777778,"YY","same","same","Y19_Y35",144.492913920406,0.104325291116257,0.616213369073132,NA,-0.10429147964523,NA,"2026",0,1,1,0
"Y21","Y20",0.75,"YY","same","same","Y20_Y21",10.704062791707,-1.40541369119748,0.979582441313947,NA,1.40495820141362,NA,"2026",1,1,2,1
"Y22","Y20",0.666666666666667,"YY","same","same","Y20_Y22",21.5003002328518,-1.28358365536339,0.950259977225317,NA,1.28316765027861,NA,"2026",0,1,1,0
"Y23","Y20",0.555555555555556,"YY","same","same","Y20_Y23",96.3767864642778,-0.438640678661102,0.746896250688845,NA,0.438498516713223,NA,"2026",0,1,1,0
"Y24","Y20",0.625,"YY","same","same","Y20_Y24",112.722883020049,-0.254183311917046,0.702500429287287,NA,0.254100931972599,NA,"2026",0,1,1,0
"Y25","Y20",0.714285714285714,"YY","same","same","Y20_Y25",135.869542635104,0.00701494217050562,0.639634352190133,NA,-0.00701266865167411,NA,"2026",0,1,1,0
"Y26","Y20",0.857142857142857,"YY","same","same","Y20_Y26",147.949254615169,0.143328333888648,0.606825985139353,NA,-0.143281881664486,NA,"2026",1,1,2,1
"Y27","Y20",0.75,"YY","same","same","Y20_Y27",176.427862213187,0.464694902851743,0.529478395005347,NA,-0.464544296818667,NA,"2026",0,1,1,0
"Y28","Y20",0.833333333333333,"YY","same","same","Y20_Y28",186.33265127462,0.576465398161959,0.502577095071681,NA,-0.57627856769257,NA,"2026",0,1,1,0
"Y29","Y20",0.5,"YY","same","same","Y20_Y29",197.952948928165,0.707594533404853,0.471016492361451,NA,-0.707365204429975,NA,"2026",1,1,2,1
"Y30","Y20",0.571428571428571,"YY","same","same","Y20_Y30",195.507538782113,0.679999326524056,0.47765819986191,NA,-0.679778941061608,NA,"2026",0,1,1,0
"Y31","Y20",0.555555555555556,"YY","same","same","Y20_Y31",230.496463781235,1.07483150853907,0.382628658099838,NA,-1.07448315931309,NA,"2026",0,1,1,0
"Y32","Y20",0.555555555555556,"YY","same","same","Y20_Y32",219.563170650188,0.951454869112468,0.412323363959475,NA,-0.951146505834522,NA,"2026",0,1,1,0
"Y33","Y20",0.75,"YY","same","same","Y20_Y33",207.919380612694,0.820060634292626,0.443947771730351,NA,-0.819794855438039,NA,"2026",0,1,1,0
"Y34","Y20",1,"YY","same","same","Y20_Y34",125.891851444271,-0.105578216506055,0.666733653518541,NA,0.105543998966181,NA,"2026",1,1,2,1
"Y35","Y20",0.857142857142857,"YY","same","same","Y20_Y35",129.942029032764,-0.0598740271131831,0.655733415005951,NA,0.0598546221452083,NA,"2026",0,1,1,0
"Y22","Y21",0.888888888888889,"YY","same","same","Y21_Y22",11.3721979104444,-1.39787412698342,0.977767793559826,NA,1.3974210807466,NA,"2026",0,1,1,0
"Y23","Y21",0.777777777777778,"YY","same","same","Y21_Y23",86.1599215766347,-0.553932790580573,0.774645145190237,NA,0.553753262852448,NA,"2026",0,1,1,0
"Y24","Y21",0.875,"YY","same","same","Y21_Y24",102.61499336682,-0.368245693869385,0.729953348230984,NA,0.36812634669598,NA,"2026",0,1,1,0
"Y25","Y21",0.75,"YY","same","same","Y21_Y25",125.907237894622,-0.10540458825753,0.666691864085851,NA,0.105370426989979,NA,"2026",0,1,1,0
"Y26","Y21",0.666666666666667,"YY","same","same","Y21_Y26",137.944185649848,0.0304262309835808,0.63399964420708,NA,-0.0304163699458943,NA,"2026",1,1,2,1
"Y27","Y21",1,"YY","same","same","Y21_Y27",166.406084143312,0.351604246219733,0.55669743582027,NA,-0.351490292482752,NA,"2026",0,1,1,0
"Y28","Y21",0.625,"YY","same","same","Y21_Y28",176.318312808769,0.463458693668814,0.529775930002561,NA,-0.463308488286918,NA,"2026",0,1,1,0
"Y29","Y21",0.555555555555556,"YY","same","same","Y21_Y29",187.969991863042,0.594941952021347,0.498130095747464,NA,-0.59474913336387,NA,"2026",1,1,2,1
"Y30","Y21",0.625,"YY","same","same","Y21_Y30",185.884888622233,0.571412624889528,0.503793213591343,NA,-0.571227432006723,NA,"2026",0,1,1,0
"Y31","Y21",0.777777777777778,"YY","same","same","Y21_Y31",220.447799600312,0.961437455849839,0.409920721301495,NA,-0.96112585724958,NA,"2026",0,1,1,0
"Y32","Y21",0.777777777777778,"YY","same","same","Y21_Y32",209.182672011563,0.834316233730135,0.440516685958223,NA,-0.834045834684391,NA,"2026",0,1,1,0
"Y33","Y21",0.777777777777778,"YY","same","same","Y21_Y33",197.221997255442,0.699346116401588,0.473001749196602,NA,-0.699119460710527,NA,"2026",0,1,1,0
"Y34","Y21",0.75,"YY","same","same","Y21_Y34",115.596827741624,-0.221752310809174,0.694694826515907,NA,0.221680441641573,NA,"2026",1,1,2,1
"Y35","Y21",0.875,"YY","same","same","Y21_Y35",119.387384748567,-0.178977807330102,0.68439971469404,NA,0.178919801233187,NA,"2026",0,1,1,0
"Y23","Y22",0.888888888888889,"YY","same","same","Y22_Y23",78.4745911099191,-0.640657827081579,0.795518419592363,NA,0.640450192064917,NA,"2026",0,0,0,1
"Y24","Y22",0.777777777777778,"YY","same","same","Y22_Y24",95.1324834858493,-0.45268200345382,0.750275764116486,NA,0.452535290760467,NA,"2026",0,0,0,1
"Y25","Y22",0.666666666666667,"YY","same","same","Y22_Y25",118.689591194882,-0.186852051863324,0.686294914436613,NA,0.186791493750613,NA,"2026",0,0,0,1
"Y26","Y22",0.777777777777778,"YY","same","same","Y22_Y26",130.583861545367,-0.0526312744008445,0.653990204845531,NA,0.0526142167843209,NA,"2026",1,0,1,0
"Y27","Y22",0.888888888888889,"YY","same","same","Y22_Y27",158.936892654696,0.267318227903577,0.576983679096229,NA,-0.267231590977657,NA,"2026",0,0,0,1
"Y28","Y22",0.555555555555556,"YY","same","same","Y22_Y28",168.848503443795,0.379165702932941,0.550063851424022,NA,-0.379042816621844,NA,"2026",0,0,0,1
"Y29","Y22",0.666666666666667,"YY","same","same","Y22_Y29",180.55493203559,0.511266781906282,0.518269318017334,NA,-0.511101082086048,NA,"2026",1,0,1,0
"Y30","Y22",0.555555555555556,"YY","same","same","Y22_Y30",179.260556775711,0.496660416943168,0.521784827219675,NA,-0.496499450996001,NA,"2026",0,0,0,1
"Y31","Y22",0.888888888888889,"YY","same","same","Y22_Y31",212.835474851356,0.875536251657013,0.430595712964014,NA,-0.875252493344049,NA,"2026",0,0,0,1
"Y32","Y22",0.888888888888889,"YY","same","same","Y22_Y32",200.701078113087,0.738605770319648,0.463552603226457,NA,-0.738366390708656,NA,"2026",0,0,0,1
"Y33","Y22",0.888888888888889,"YY","same","same","Y22_Y33",187.289007823665,0.587257394287968,0.499979641031034,NA,-0.587067066169442,NA,"2026",0,0,0,1
"Y34","Y22",0.666666666666667,"YY","same","same","Y22_Y34",107.537452061618,-0.312698256861968,0.716584003670637,NA,0.312596912423441,NA,"2026",1,0,1,0
"Y35","Y22",0.777777777777778,"YY","same","same","Y22_Y35",110.421096223915,-0.280157802510102,0.708752057323189,NA,0.280067004321844,NA,"2026",0,0,0,1
"Y24","Y23",0.875,"YY","same","same","Y23_Y24",16.7146219467261,-1.33758759518664,0.963257827675499,NA,1.33715408760916,NA,"2026",0,0,0,1
"Y25","Y23",0.75,"YY","same","same","Y23_Y25",40.3885983431382,-1.07043884003621,0.898959563905074,NA,1.0700919144591,NA,"2026",0,0,0,1
"Y26","Y23",0.666666666666667,"YY","same","same","Y23_Y26",52.1435586640218,-0.937790105240529,0.867033218847232,NA,0.937486170665948,NA,"2026",1,0,1,0
"Y27","Y23",0.777777777777778,"YY","same","same","Y23_Y27",80.4623015829603,-0.618227527685279,0.790119819452075,NA,0.618027162252149,NA,"2026",0,0,0,1
"Y28","Y23",0.444444444444444,"YY","same","same","Y23_Y28",90.3741107175012,-0.506377814428717,0.763199453075795,NA,0.506213699106167,NA,"2026",0,0,0,1
"Y29","Y23",0.75,"YY","same","same","Y23_Y29",102.081070019687,-0.374270746659157,0.731403478265426,NA,0.374149446786692,NA,"2026",1,0,1,0
"Y30","Y23",0.625,"YY","same","same","Y23_Y30",101.395273321514,-0.38200961279366,0.733266094678219,NA,0.381885804781076,NA,"2026",0,0,0,1
"Y31","Y23",1,"YY","same","same","Y23_Y31",134.396182882977,-0.00961117154518729,0.643635981337035,NA,0.0096080565972702,NA,"2026",0,0,0,1
"Y32","Y23",0.777777777777778,"YY","same","same","Y23_Y32",123.362937618512,-0.134115719843976,0.673602156109683,NA,0.134072253396604,NA,"2026",0,0,0,1
"Y33","Y23",0.777777777777778,"YY","same","same","Y23_Y33",117.055126430922,-0.205296153509697,0.690734103052706,NA,0.205229617726549,NA,"2026",0,0,0,1
"Y34","Y23",0.555555555555556,"YY","same","same","Y23_Y34",29.6003708280556,-1.19217848793798,0.928260273121176,NA,1.19179210695621,NA,"2026",1,0,1,0
"Y35","Y23",0.666666666666667,"YY","same","same","Y23_Y35",36.3841741410929,-1.11562672578711,0.909835536715067,NA,1.11526515497036,NA,"2026",0,0,0,1
"Y25","Y24",0.857142857142857,"YY","same","same","Y24_Y25",23.6817621633136,-1.25896696954042,0.944335150222819,NA,1.25855894263956,NA,"2026",0,0,0,1
"Y26","Y24",0.555555555555556,"YY","same","same","Y24_Y26",35.4527054022,-1.12613787566282,0.912365395732596,NA,1.12577289821825,NA,"2026",1,0,1,0
"Y27","Y24",0.875,"YY","same","same","Y24_Y27",63.8345337245342,-0.805863411489834,0.83528065706432,NA,0.805602233906733,NA,"2026",0,0,0,1
"Y28","Y24",0.5,"YY","same","same","Y24_Y28",73.7496448714498,-0.693976436706917,0.808351322458153,NA,0.693751521310731,NA,"2026",0,0,0,1
"Y29","Y24",0.625,"YY","same","same","Y24_Y29",85.438620953863,-0.562072300405035,0.776604189878132,NA,0.561890134689537,NA,"2026",1,0,1,0
"Y30","Y24",0.714285714285714,"YY","same","same","Y24_Y30",84.7372939202067,-0.569986418458436,0.778508986514078,NA,0.56980168780427,NA,"2026",0,0,0,1
"Y31","Y24",0.875,"YY","same","same","Y24_Y31",117.838854427605,-0.196452182594768,0.68860550629265,NA,0.19638851311243,NA,"2026",0,0,0,1
"Y32","Y24",0.666666666666667,"YY","same","same","Y24_Y32",107.557616282818,-0.312470713905009,0.716529237864008,NA,0.312369443212378,NA,"2026",0,0,0,1
"Y33","Y24",0.666666666666667,"YY","same","same","Y24_Y33",104.652777385088,-0.345250340041609,0.72441874888359,NA,0.345138445583949,NA,"2026",0,0,0,1
"Y34","Y24",0.625,"YY","same","same","Y24_Y34",14.6494054762193,-1.36089251025345,0.968866933266388,NA,1.36045144963248,NA,"2026",1,0,1,0
"Y35","Y24",0.75,"YY","same","same","Y24_Y35",25.8120933502453,-1.23492726809283,0.938549193766579,NA,1.23452703237722,NA,"2026",0,0,0,1
"Y26","Y25",0.625,"YY","same","same","Y25_Y26",12.1542452083377,-1.38904912189755,0.975643761559502,NA,1.38859893581479,NA,"2026",1,0,1,0
"Y27","Y25",0.75,"YY","same","same","Y25_Y27",40.5982444083589,-1.06807309106324,0.898390167460038,NA,1.06772693221731,NA,"2026",0,0,0,1
"Y28","Y25",0.571428571428571,"YY","same","same","Y25_Y28",50.4839859432933,-0.956517537379535,0.871540600402271,NA,0.956207533308072,NA,"2026",0,0,0,1
"Y29","Y25",0.5,"YY","same","same","Y25_Y29",62.0834625606527,-0.825623356915887,0.840036547401065,NA,0.825355775201869,NA,"2026",1,0,1,0
"Y30","Y25",0.833333333333333,"YY","same","same","Y25_Y30",61.0969778996408,-0.836755333426781,0.842715829067868,NA,0.836484143877145,NA,"2026",0,0,0,1
"Y31","Y25",0.75,"YY","same","same","Y25_Y31",94.6699197842687,-0.457901799021149,0.75153208212563,NA,0.457753394609855,NA,"2026",0,0,0,1
"Y32","Y25",0.555555555555556,"YY","same","same","Y25_Y32",86.1899477627952,-0.553593960376454,0.77456359439347,NA,0.553414542462042,NA,"2026",0,0,0,1
"Y33","Y25",0.75,"YY","same","same","Y25_Y33",90.3087529284441,-0.507115343760234,0.763376964123786,NA,0.506950989406943,NA,"2026",0,0,0,1
"Y34","Y25",0.714285714285714,"YY","same","same","Y25_Y34",15.8631874471257,-1.34719559947167,0.965570314564979,NA,1.34675897797277,NA,"2026",1,0,1,0
"Y35","Y25",0.625,"YY","same","same","Y25_Y35",27.1203865008914,-1.22016384682745,0.934995883723487,NA,1.21976839588631,NA,"2026",0,0,0,1
"Y27","Y26",0.666666666666667,"YY","same","same","Y26_Y27",28.4807202059758,-1.20481317443438,0.931301232097553,NA,1.20442269859381,NA,"2026",0,1,1,0
"Y28","Y26",0.714285714285714,"YY","same","same","Y26_Y28",38.383441993105,-1.09306600726083,0.90440554685853,NA,1.092711748296,NA,"2026",0,1,1,0
"Y29","Y26",0.625,"YY","same","same","Y26_Y29",50.0272489253522,-0.96167158179231,0.872781093201687,NA,0.961359907312631,NA,"2026",1,1,2,1
"Y30","Y26",0.5,"YY","same","same","Y26_Y30",50.0080975074456,-0.961887695780406,0.872833108245527,NA,0.961575951258921,NA,"2026",0,1,1,0
"Y31","Y26",0.666666666666667,"YY","same","same","Y26_Y31",82.5563225964166,-0.594597568035219,0.784432481034165,NA,0.594404860991417,NA,"2026",0,1,1,0
"Y32","Y26",0.666666666666667,"YY","same","same","Y26_Y32",74.2963182038554,-0.687807506833007,0.806866563601648,NA,0.687584590765952,NA,"2026",0,1,1,0
"Y33","Y26",0.875,"YY","same","same","Y26_Y33",81.4902955315211,-0.606627140024936,0.787327799009367,NA,0.606430534237881,NA,"2026",0,1,1,0
"Y34","Y26",0.857142857142857,"YY","same","same","Y26_Y34",24.9107250974147,-1.24509874932791,0.940997300189612,NA,1.24469521706992,NA,"2026",1,1,2,1
"Y35","Y26",0.75,"YY","same","same","Y26_Y35",31.8805695193165,-1.16644760810326,0.922067278144554,NA,1.16606956641188,NA,"2026",0,1,1,0
"Y28","Y27",0.625,"YY","same","same","Y27_Y28",9.91517549221,-1.41431588221456,0.981725050684627,NA,1.41385750726095,NA,"2026",0,0,0,1
"Y29","Y27",0.555555555555556,"YY","same","same","Y27_Y29",21.6251068413815,-1.28217527640985,0.949921003826799,NA,1.28175972777589,NA,"2026",1,0,1,0
"Y30","Y27",0.625,"YY","same","same","Y27_Y30",25.7423980187892,-1.23571374437913,0.938738485532799,NA,1.23531325376924,NA,"2026",0,0,0,1
"Y31","Y27",0.777777777777778,"YY","same","same","Y27_Y31",54.076200656726,-0.915981225572108,0.861784184103769,NA,0.915684359181044,NA,"2026",0,0,0,1
"Y32","Y27",0.777777777777778,"YY","same","same","Y27_Y32",48.0554788849806,-0.983922001532022,0.878136399299299,NA,0.983603115767194,NA,"2026",0,0,0,1
"Y33","Y27",0.777777777777778,"YY","same","same","Y27_Y33",67.6252655412385,-0.763086935371729,0.824985070461034,NA,0.762839621498641,NA,"2026",0,0,0,1
"Y34","Y27",0.75,"YY","same","same","Y27_Y34",52.0165258757214,-0.939223605497921,0.867378238525923,NA,0.938919206330795,NA,"2026",1,0,1,0
"Y35","Y27",0.875,"YY","same","same","Y27_Y35",54.4772969391472,-0.911455058495229,0.860694810940064,NA,0.911159659019476,NA,"2026",0,0,0,1
"Y29","Y28",0.571428571428571,"YY","same","same","Y28_Y29",11.7374763615281,-1.39375214587402,0.97677570123853,NA,1.39330043555722,NA,"2026",1,0,1,0
"Y30","Y28",0.666666666666667,"YY","same","same","Y28_Y30",19.5668623543673,-1.30540151619712,0.955511173585949,NA,1.30497844001806,NA,"2026",0,0,0,1
"Y31","Y28",0.444444444444444,"YY","same","same","Y28_Y31",44.1876170976016,-1.02756885004999,0.888641470068489,NA,1.02723581849043,NA,"2026",0,0,0,1
"Y32","Y28",0.444444444444444,"YY","same","same","Y28_Y32",40.0048687030892,-1.07476903340706,0.900001769455982,NA,1.07442070442905,NA,"2026",0,0,0,1
