"nest1","nest2","weight","site_comb","site_same_other","site_same_semi_other","dyad_ID","year","nest1_anthro","nest2_anthro","anthro","anthro_binary"
"Z35","X39",0.5,"ZX","other","other","X39_Z35",2024,1,1,2,1
"Z38","X39",0.571428571428571,"ZX","other","other","X39_Z38",2024,0,1,1,0
"Z39","X39",0.857142857142857,"ZX","other","other","X39_Z39",2024,1,1,2,1
"Z40","X39",0.5,"ZX","other","other","X39_Z40",2024,0,1,1,0
"Z41","X39",0.833333333333333,"ZX","other","other","X39_Z41",2024,1,1,2,1
"Z42","X39",0.714285714285714,"ZX","other","other","X39_Z42",2024,1,1,2,1
"Z43","X39",0.571428571428571,"ZX","other","other","X39_Z43",2024,1,1,2,1
"Z44","X39",0.666666666666667,"ZX","other","other","X39_Z44",2024,0,1,1,0
"Z45","X39",0.5,"ZX","other","other","X39_Z45",2024,1,1,2,1
"Y02","Y01",0.444444444444444,"YY","same","same","Y01_Y02",2024,1,1,2,1
"Y03","Y01",1,"YY","same","same","Y01_Y03",2024,0,1,1,0
"Y04","Y01",0.571428571428571,"YY","same","same","Y01_Y04",2024,1,1,2,1
"Y05","Y01",0.285714285714286,"YY","same","same","Y01_Y05",2024,1,1,2,1
"Y06","Y01",0.625,"YY","same","same","Y01_Y06",2024,1,1,2,1
"Y07","Y01",0.5,"YY","same","same","Y01_Y07",2024,1,1,2,1
"Y08","Y01",0.555555555555556,"YY","same","same","Y01_Y08",2024,1,1,2,1
"Y09","Y01",0.625,"YY","same","same","Y01_Y09",2024,1,1,2,1
"Y10","Y01",0.444444444444444,"YY","same","same","Y01_Y10",2024,1,1,2,1
"Y11","Y01",0.714285714285714,"YY","same","same","Y01_Y11",2024,1,1,2,1
"Y12","Y01",0.571428571428571,"YY","same","same","Y01_Y12",2024,1,1,2,1
"Y14","Y01",0.625,"YY","same","same","Y01_Y14",2024,1,1,2,1
"Y16","Y01",0.6,"YY","same","same","Y01_Y16",2024,0,1,1,0
"Y17","Y01",0.571428571428571,"YY","same","same","Y01_Y17",2024,1,1,2,1
"Y18","Y01",0.714285714285714,"YY","same","same","Y01_Y18",2024,1,1,2,1
"Y19","Y01",1,"YY","same","same","Y01_Y19",2024,1,1,2,1
"Y20","Y01",0.833333333333333,"YY","same","same","Y01_Y20",2024,1,1,2,1
"Y21","Y01",0.625,"YY","same","same","Y01_Y21",2024,1,1,2,1
"Y22","Y01",0.6,"YY","same","same","Y01_Y22",2024,0,1,1,0
"Y23","Y01",0.714285714285714,"YY","same","same","Y01_Y23",2024,0,1,1,0
"Y24","Y01",0.6,"YY","same","same","Y01_Y24",2024,0,1,1,0
"Y25","Y01",0.666666666666667,"YY","same","same","Y01_Y25",2024,0,1,1,0
"Y26","Y01",0.571428571428571,"YY","same","same","Y01_Y26",2024,1,1,2,1
"Y27","Y01",0.666666666666667,"YY","same","same","Y01_Y27",2024,0,1,1,0
"Y28","Y01",0.833333333333333,"YY","same","same","Y01_Y28",2024,0,1,1,0
"Y29","Y01",0.571428571428571,"YY","same","same","Y01_Y29",2024,1,1,2,1
"Y30","Y01",0.8,"YY","same","same","Y01_Y30",2024,0,1,1,0
"Y31","Y01",0.8,"YY","same","same","Y01_Y31",2024,0,1,1,0
"Y32","Y01",0.5,"YY","same","same","Y01_Y32",2024,0,1,1,0
"Y33","Y01",0.6,"YY","same","same","Y01_Y33",2024,0,1,1,0
"Y34","Y01",0.428571428571428,"YY","same","same","Y01_Y34",2024,1,1,2,1
"Y35","Y01",0.666666666666667,"YY","same","same","Y01_Y35",2024,0,1,1,0
"Z02","Y01",0.714285714285714,"ZY","other","semi","Y01_Z02",2024,1,1,2,1
"Z03","Y01",0.666666666666667,"ZY","other","semi","Y01_Z03",2024,1,1,2,1
"Z05","Y01",0.714285714285714,"ZY","other","semi","Y01_Z05",2024,1,1,2,1
"Z06","Y01",0.833333333333333,"ZY","other","semi","Y01_Z06",2024,0,1,1,0
"Z07","Y01",1,"ZY","other","semi","Y01_Z07",2024,0,1,1,0
"Z08","Y01",0.714285714285714,"ZY","other","semi","Y01_Z08",2024,1,1,2,1
"Z10","Y01",0.666666666666667,"ZY","other","semi","Y01_Z10",2024,1,1,2,1
"Z11","Y01",0.833333333333333,"ZY","other","semi","Y01_Z11",2024,1,1,2,1
"Z13","Y01",0.666666666666667,"ZY","other","semi","Y01_Z13",2024,1,1,2,1
"Z14","Y01",0.571428571428571,"ZY","other","semi","Y01_Z14",2024,1,1,2,1
"Z15","Y01",0.833333333333333,"ZY","other","semi","Y01_Z15",2024,1,1,2,1
"Z16","Y01",0.666666666666667,"ZY","other","semi","Y01_Z16",2024,1,1,2,1
"Z17","Y01",0.571428571428571,"ZY","other","semi","Y01_Z17",2024,1,1,2,1
"Z18","Y01",0.6,"ZY","other","semi","Y01_Z18",2024,0,1,1,0
"Z19","Y01",0.8,"ZY","other","semi","Y01_Z19",2024,0,1,1,0
"Z20","Y01",0.666666666666667,"ZY","other","semi","Y01_Z20",2024,1,1,2,1
"Z21","Y01",0.666666666666667,"ZY","other","semi","Y01_Z21",2024,1,1,2,1
"Z22","Y01",0.571428571428571,"ZY","other","semi","Y01_Z22",2024,1,1,2,1
"Z23","Y01",0.5,"ZY","other","semi","Y01_Z23",2024,1,1,2,1
"Z24","Y01",0.8,"ZY","other","semi","Y01_Z24",2024,0,1,1,0
"Z26","Y01",0.571428571428571,"ZY","other","semi","Y01_Z26",2024,1,1,2,1
"Z27","Y01",0.666666666666667,"ZY","other","semi","Y01_Z27",2024,0,1,1,0
"Z28","Y01",0.666666666666667,"ZY","other","semi","Y01_Z28",2024,1,1,2,1
"Z29","Y01",0.714285714285714,"ZY","other","semi","Y01_Z29",2024,1,1,2,1
"Z30","Y01",0.666666666666667,"ZY","other","semi","Y01_Z30",2024,1,1,2,1
"Z31","Y01",0.666666666666667,"ZY","other","semi","Y01_Z31",2024,1,1,2,1
"Z32","Y01",0.8,"ZY","other","semi","Y01_Z32",2024,1,1,2,1
"Z33","Y01",0.571428571428571,"ZY","other","semi","Y01_Z33",2024,1,1,2,1
"Z35","Y01",0.571428571428571,"ZY","other","semi","Y01_Z35",2024,1,1,2,1
"Z38","Y01",0.666666666666667,"ZY","other","semi","Y01_Z38",2024,0,1,1,0
"Z39","Y01",0.714285714285714,"ZY","other","semi","Y01_Z39",2024,1,1,2,1
"Z40","Y01",0.6,"ZY","other","semi","Y01_Z40",2024,0,1,1,0
"Z41","Y01",0.666666666666667,"ZY","other","semi","Y01_Z41",2024,1,1,2,1
"Z42","Y01",0.833333333333333,"ZY","other","semi","Y01_Z42",2024,1,1,2,1
"Z43","Y01",0.666666666666667,"ZY","other","semi","Y01_Z43",2024,1,1,2,1
"Z44","Y01",0.8,"ZY","other","semi","Y01_Z44",2024,0,1,1,0
"Z45","Y01",0.6,"ZY","other","semi","Y01_Z45",2024,1,1,2,1
"Y03","Y02",0.444444444444444,"YY","same","same","Y02_Y03",2024,0,1,1,0
"Y04","Y02",0.75,"YY","same","same","Y02_Y04",2024,1,1,2,1
"Y05","Y02",0.5,"YY","same","same","Y02_Y05",2024,1,1,2,1
"Y06","Y02",0.777777777777778,"YY","same","same","Y02_Y06",2024,1,1,2,1
"Y07","Y02",0.875,"YY","same","same","Y02_Y07",2024,1,1,2,1
"Y08","Y02",0.888888888888889,"YY","same","same","Y02_Y08",2024,1,1,2,1
"Y09","Y02",0.777777777777778,"YY","same","same","Y02_Y09",2024,1,1,2,1
"Y10","Y02",1,"YY","same","same","Y02_Y10",2024,1,1,2,1
"Y11","Y02",0.666666666666667,"YY","same","same","Y02_Y11",2024,1,1,2,1
"Y12","Y02",0.75,"YY","same","same","Y02_Y12",2024,1,1,2,1
"Y14","Y02",0.777777777777778,"YY","same","same","Y02_Y14",2024,1,1,2,1
"Y16","Y02",0.375,"YY","same","same","Y02_Y16",2024,0,1,1,0
"Y17","Y02",0.75,"YY","same","same","Y02_Y17",2024,1,1,2,1
"Y18","Y02",0.666666666666667,"YY","same","same","Y02_Y18",2024,1,1,2,1
"Y19","Y02",0.444444444444444,"YY","same","same","Y02_Y19",2024,1,1,2,1
"Y20","Y02",0.555555555555556,"YY","same","same","Y02_Y20",2024,1,1,2,1
"Y21","Y02",0.777777777777778,"YY","same","same","Y02_Y21",2024,1,1,2,1
"Y22","Y02",0.375,"YY","same","same","Y02_Y22",2024,0,1,1,0
"Y23","Y02",0.666666666666667,"YY","same","same","Y02_Y23",2024,0,1,1,0
"Y24","Y02",0.375,"YY","same","same","Y02_Y24",2024,0,1,1,0
"Y25","Y02",0.444444444444444,"YY","same","same","Y02_Y25",2024,0,1,1,0
"Y26","Y02",0.75,"YY","same","same","Y02_Y26",2024,1,1,2,1
"Y27","Y02",0.444444444444444,"YY","same","same","Y02_Y27",2024,0,1,1,0
"Y28","Y02",0.555555555555556,"YY","same","same","Y02_Y28",2024,0,1,1,0
"Y29","Y02",0.75,"YY","same","same","Y02_Y29",2024,1,1,2,1
"Y30","Y02",0.333333333333333,"YY","same","same","Y02_Y30",2024,0,1,1,0
"Y31","Y02",0.5,"YY","same","same","Y02_Y31",2024,0,1,1,0
"Y32","Y02",0.5,"YY","same","same","Y02_Y32",2024,0,1,1,0
"Y33","Y02",0.375,"YY","same","same","Y02_Y33",2024,0,1,1,0
"Y34","Y02",0.625,"YY","same","same","Y02_Y34",2024,1,1,2,1
"Y35","Y02",0.444444444444444,"YY","same","same","Y02_Y35",2024,0,1,1,0
"Z02","Y02",0.5,"ZY","other","semi","Y02_Z02",2024,1,1,2,1
"Z03","Y02",0.625,"ZY","other","semi","Y02_Z03",2024,1,1,2,1
"Z05","Y02",0.666666666666667,"ZY","other","semi","Y02_Z05",2024,1,1,2,1
"Z06","Y02",0.555555555555556,"ZY","other","semi","Y02_Z06",2024,0,1,1,0
"Z07","Y02",0.444444444444444,"ZY","other","semi","Y02_Z07",2024,0,1,1,0
"Z08","Y02",0.5,"ZY","other","semi","Y02_Z08",2024,1,1,2,1
"Z10","Y02",0.625,"ZY","other","semi","Y02_Z10",2024,1,1,2,1
"Z11","Y02",0.555555555555556,"ZY","other","semi","Y02_Z11",2024,1,1,2,1
"Z13","Y02",0.625,"ZY","other","semi","Y02_Z13",2024,1,1,2,1
"Z14","Y02",0.75,"ZY","other","semi","Y02_Z14",2024,1,1,2,1
"Z15","Y02",0.555555555555556,"ZY","other","semi","Y02_Z15",2024,1,1,2,1
"Z16","Y02",0.625,"ZY","other","semi","Y02_Z16",2024,1,1,2,1
"Z17","Y02",0.75,"ZY","other","semi","Y02_Z17",2024,1,1,2,1
"Z18","Y02",0.375,"ZY","other","semi","Y02_Z18",2024,0,1,1,0
"Z19","Y02",0.5,"ZY","other","semi","Y02_Z19",2024,0,1,1,0
"Z20","Y02",0.625,"ZY","other","semi","Y02_Z20",2024,1,1,2,1
"Z21","Y02",0.625,"ZY","other","semi","Y02_Z21",2024,1,1,2,1
"Z22","Y02",0.75,"ZY","other","semi","Y02_Z22",2024,1,1,2,1
"Z23","Y02",0.875,"ZY","other","semi","Y02_Z23",2024,1,1,2,1
"Z24","Y02",0.5,"ZY","other","semi","Y02_Z24",2024,0,1,1,0
"Z26","Y02",0.555555555555556,"ZY","other","semi","Y02_Z26",2024,1,1,2,1
"Z27","Y02",0.625,"ZY","other","semi","Y02_Z27",2024,0,1,1,0
"Z28","Y02",0.625,"ZY","other","semi","Y02_Z28",2024,1,1,2,1
"Z29","Y02",0.666666666666667,"ZY","other","semi","Y02_Z29",2024,1,1,2,1
"Z30","Y02",0.625,"ZY","other","semi","Y02_Z30",2024,1,1,2,1
"Z31","Y02",0.625,"ZY","other","semi","Y02_Z31",2024,1,1,2,1
"Z32","Y02",0.5,"ZY","other","semi","Y02_Z32",2024,1,1,2,1
"Z33","Y02",0.75,"ZY","other","semi","Y02_Z33",2024,1,1,2,1
"Z35","Y02",0.75,"ZY","other","semi","Y02_Z35",2024,1,1,2,1
"Z38","Y02",0.625,"ZY","other","semi","Y02_Z38",2024,0,1,1,0
"Z39","Y02",0.666666666666667,"ZY","other","semi","Y02_Z39",2024,1,1,2,1
"Z40","Y02",0.375,"ZY","other","semi","Y02_Z40",2024,0,1,1,0
"Z41","Y02",0.444444444444444,"ZY","other","semi","Y02_Z41",2024,1,1,2,1
"Z42","Y02",0.4,"ZY","other","semi","Y02_Z42",2024,1,1,2,1
"Z43","Y02",0.444444444444444,"ZY","other","semi","Y02_Z43",2024,1,1,2,1
"Z44","Y02",0.5,"ZY","other","semi","Y02_Z44",2024,0,1,1,0
"Z45","Y02",0.375,"ZY","other","semi","Y02_Z45",2024,1,1,2,1
"Y04","Y03",0.571428571428571,"YY","same","same","Y03_Y04",2024,1,0,1,0
"Y05","Y03",0.285714285714286,"YY","same","same","Y03_Y05",2024,1,0,1,0
"Y06","Y03",0.625,"YY","same","same","Y03_Y06",2024,1,0,1,0
"Y07","Y03",0.5,"YY","same","same","Y03_Y07",2024,1,0,1,0
"Y08","Y03",0.555555555555556,"YY","same","same","Y03_Y08",2024,1,0,1,0
"Y09","Y03",0.625,"YY","same","same","Y03_Y09",2024,1,0,1,0
"Y10","Y03",0.444444444444444,"YY","same","same","Y03_Y10",2024,1,0,1,0
"Y11","Y03",0.714285714285714,"YY","same","same","Y03_Y11",2024,1,0,1,0
"Y12","Y03",0.571428571428571,"YY","same","same","Y03_Y12",2024,1,0,1,0
"Y14","Y03",0.625,"YY","same","same","Y03_Y14",2024,1,0,1,0
"Y16","Y03",0.6,"YY","same","same","Y03_Y16",2024,0,0,0,1
"Y17","Y03",0.571428571428571,"YY","same","same","Y03_Y17",2024,1,0,1,0
"Y18","Y03",0.714285714285714,"YY","same","same","Y03_Y18",2024,1,0,1,0
"Y19","Y03",1,"YY","same","same","Y03_Y19",2024,1,0,1,0
"Y20","Y03",0.833333333333333,"YY","same","same","Y03_Y20",2024,1,0,1,0
"Y21","Y03",0.625,"YY","same","same","Y03_Y21",2024,1,0,1,0
"Y22","Y03",0.6,"YY","same","same","Y03_Y22",2024,0,0,0,1
"Y23","Y03",0.714285714285714,"YY","same","same","Y03_Y23",2024,0,0,0,1
"Y24","Y03",0.6,"YY","same","same","Y03_Y24",2024,0,0,0,1
"Y25","Y03",0.666666666666667,"YY","same","same","Y03_Y25",2024,0,0,0,1
"Y26","Y03",0.571428571428571,"YY","same","same","Y03_Y26",2024,1,0,1,0
"Y27","Y03",0.666666666666667,"YY","same","same","Y03_Y27",2024,0,0,0,1
"Y28","Y03",0.833333333333333,"YY","same","same","Y03_Y28",2024,0,0,0,1
"Y29","Y03",0.571428571428571,"YY","same","same","Y03_Y29",2024,1,0,1,0
"Y30","Y03",0.8,"YY","same","same","Y03_Y30",2024,0,0,0,1
"Y31","Y03",0.8,"YY","same","same","Y03_Y31",2024,0,0,0,1
"Y32","Y03",0.5,"YY","same","same","Y03_Y32",2024,0,0,0,1
"Y33","Y03",0.6,"YY","same","same","Y03_Y33",2024,0,0,0,1
"Y34","Y03",0.428571428571428,"YY","same","same","Y03_Y34",2024,1,0,1,0
"Y35","Y03",0.666666666666667,"YY","same","same","Y03_Y35",2024,0,0,0,1
"Z02","Y03",0.714285714285714,"ZY","other","semi","Y03_Z02",2024,1,0,1,0
"Z03","Y03",0.666666666666667,"ZY","other","semi","Y03_Z03",2024,1,0,1,0
"Z05","Y03",0.714285714285714,"ZY","other","semi","Y03_Z05",2024,1,0,1,0
"Z06","Y03",0.833333333333333,"ZY","other","semi","Y03_Z06",2024,0,0,0,1
"Z07","Y03",1,"ZY","other","semi","Y03_Z07",2024,0,0,0,1
"Z08","Y03",0.714285714285714,"ZY","other","semi","Y03_Z08",2024,1,0,1,0
"Z10","Y03",0.666666666666667,"ZY","other","semi","Y03_Z10",2024,1,0,1,0
"Z11","Y03",0.833333333333333,"ZY","other","semi","Y03_Z11",2024,1,0,1,0
"Z13","Y03",0.666666666666667,"ZY","other","semi","Y03_Z13",2024,1,0,1,0
"Z14","Y03",0.571428571428571,"ZY","other","semi","Y03_Z14",2024,1,0,1,0
"Z15","Y03",0.833333333333333,"ZY","other","semi","Y03_Z15",2024,1,0,1,0
"Z16","Y03",0.666666666666667,"ZY","other","semi","Y03_Z16",2024,1,0,1,0
"Z17","Y03",0.571428571428571,"ZY","other","semi","Y03_Z17",2024,1,0,1,0
"Z18","Y03",0.6,"ZY","other","semi","Y03_Z18",2024,0,0,0,1
"Z19","Y03",0.8,"ZY","other","semi","Y03_Z19",2024,0,0,0,1
"Z20","Y03",0.666666666666667,"ZY","other","semi","Y03_Z20",2024,1,0,1,0
"Z21","Y03",0.666666666666667,"ZY","other","semi","Y03_Z21",2024,1,0,1,0
"Z22","Y03",0.571428571428571,"ZY","other","semi","Y03_Z22",2024,1,0,1,0
"Z23","Y03",0.5,"ZY","other","semi","Y03_Z23",2024,1,0,1,0
"Z24","Y03",0.8,"ZY","other","semi","Y03_Z24",2024,0,0,0,1
"Z26","Y03",0.571428571428571,"ZY","other","semi","Y03_Z26",2024,1,0,1,0
"Z27","Y03",0.666666666666667,"ZY","other","semi","Y03_Z27",2024,0,0,0,1
"Z28","Y03",0.666666666666667,"ZY","other","semi","Y03_Z28",2024,1,0,1,0
"Z29","Y03",0.714285714285714,"ZY","other","semi","Y03_Z29",2024,1,0,1,0
"Z30","Y03",0.666666666666667,"ZY","other","semi","Y03_Z30",2024,1,0,1,0
"Z31","Y03",0.666666666666667,"ZY","other","semi","Y03_Z31",2024,1,0,1,0
"Z32","Y03",0.8,"ZY","other","semi","Y03_Z32",2024,1,0,1,0
"Z33","Y03",0.571428571428571,"ZY","other","semi","Y03_Z33",2024,1,0,1,0
"Z35","Y03",0.571428571428571,"ZY","other","semi","Y03_Z35",2024,1,0,1,0
"Z38","Y03",0.666666666666667,"ZY","other","semi","Y03_Z38",2024,0,0,0,1
"Z39","Y03",0.714285714285714,"ZY","other","semi","Y03_Z39",2024,1,0,1,0
"Z40","Y03",0.6,"ZY","other","semi","Y03_Z40",2024,0,0,0,1
"Z41","Y03",0.666666666666667,"ZY","other","semi","Y03_Z41",2024,1,0,1,0
"Z42","Y03",0.833333333333333,"ZY","other","semi","Y03_Z42",2024,1,0,1,0
"Z43","Y03",0.666666666666667,"ZY","other","semi","Y03_Z43",2024,1,0,1,0
"Z44","Y03",0.8,"ZY","other","semi","Y03_Z44",2024,0,0,0,1
"Z45","Y03",0.6,"ZY","other","semi","Y03_Z45",2024,1,0,1,0
"Y05","Y04",0.666666666666667,"YY","same","same","Y04_Y05",2024,1,1,2,1
"Y06","Y04",0.75,"YY","same","same","Y04_Y06",2024,1,1,2,1
"Y07","Y04",0.857142857142857,"YY","same","same","Y04_Y07",2024,1,1,2,1
"Y08","Y04",0.666666666666667,"YY","same","same","Y04_Y08",2024,1,1,2,1
"Y09","Y04",0.75,"YY","same","same","Y04_Y09",2024,1,1,2,1
"Y10","Y04",0.75,"YY","same","same","Y04_Y10",2024,1,1,2,1
"Y11","Y04",0.857142857142857,"YY","same","same","Y04_Y11",2024,1,1,2,1
"Y12","Y04",0.714285714285714,"YY","same","same","Y04_Y12",2024,1,1,2,1
"Y14","Y04",0.75,"YY","same","same","Y04_Y14",2024,1,1,2,1
"Y16","Y04",0.5,"YY","same","same","Y04_Y16",2024,0,1,1,0
"Y17","Y04",1,"YY","same","same","Y04_Y17",2024,1,1,2,1
"Y18","Y04",0.857142857142857,"YY","same","same","Y04_Y18",2024,1,1,2,1
"Y19","Y04",0.571428571428571,"YY","same","same","Y04_Y19",2024,1,1,2,1
"Y20","Y04",0.714285714285714,"YY","same","same","Y04_Y20",2024,1,1,2,1
"Y21","Y04",0.75,"YY","same","same","Y04_Y21",2024,1,1,2,1
"Y22","Y04",0.5,"YY","same","same","Y04_Y22",2024,0,1,1,0
"Y23","Y04",0.625,"YY","same","same","Y04_Y23",2024,0,1,1,0
"Y24","Y04",0.5,"YY","same","same","Y04_Y24",2024,0,1,1,0
"Y25","Y04",0.375,"YY","same","same","Y04_Y25",2024,0,1,1,0
"Y26","Y04",0.714285714285714,"YY","same","same","Y04_Y26",2024,1,1,2,1
"Y27","Y04",0.375,"YY","same","same","Y04_Y27",2024,0,1,1,0
"Y28","Y04",0.5,"YY","same","same","Y04_Y28",2024,0,1,1,0
"Y29","Y04",0.714285714285714,"YY","same","same","Y04_Y29",2024,1,1,2,1
"Y30","Y04",0.428571428571428,"YY","same","same","Y04_Y30",2024,0,1,1,0
"Y31","Y04",0.666666666666667,"YY","same","same","Y04_Y31",2024,0,1,1,0
"Y32","Y04",0.428571428571428,"YY","same","same","Y04_Y32",2024,0,1,1,0
"Y33","Y04",0.5,"YY","same","same","Y04_Y33",2024,0,1,1,0
"Y34","Y04",0.571428571428571,"YY","same","same","Y04_Y34",2024,1,1,2,1
"Y35","Y04",0.375,"YY","same","same","Y04_Y35",2024,0,1,1,0
"Z02","Y04",0.625,"ZY","other","semi","Y04_Z02",2024,1,1,2,1
"Z03","Y04",0.833333333333333,"ZY","other","semi","Y04_Z03",2024,1,1,2,1
"Z05","Y04",0.625,"ZY","other","semi","Y04_Z05",2024,1,1,2,1
"Z06","Y04",0.714285714285714,"ZY","other","semi","Y04_Z06",2024,0,1,1,0
"Z07","Y04",0.571428571428571,"ZY","other","semi","Y04_Z07",2024,0,1,1,0
"Z08","Y04",0.625,"ZY","other","semi","Y04_Z08",2024,1,1,2,1
"Z10","Y04",0.833333333333333,"ZY","other","semi","Y04_Z10",2024,1,1,2,1
"Z11","Y04",0.714285714285714,"ZY","other","semi","Y04_Z11",2024,1,1,2,1
"Z13","Y04",0.833333333333333,"ZY","other","semi","Y04_Z13",2024,1,1,2,1
"Z14","Y04",1,"ZY","other","semi","Y04_Z14",2024,1,1,2,1
"Z15","Y04",0.5,"ZY","other","semi","Y04_Z15",2024,1,1,2,1
"Z16","Y04",0.571428571428571,"ZY","other","semi","Y04_Z16",2024,1,1,2,1
"Z17","Y04",0.714285714285714,"ZY","other","semi","Y04_Z17",2024,1,1,2,1
"Z18","Y04",0.5,"ZY","other","semi","Y04_Z18",2024,0,1,1,0
"Z19","Y04",0.666666666666667,"ZY","other","semi","Y04_Z19",2024,0,1,1,0
"Z20","Y04",0.833333333333333,"ZY","other","semi","Y04_Z20",2024,1,1,2,1
"Z21","Y04",0.833333333333333,"ZY","other","semi","Y04_Z21",2024,1,1,2,1
"Z22","Y04",0.714285714285714,"ZY","other","semi","Y04_Z22",2024,1,1,2,1
"Z23","Y04",0.625,"ZY","other","semi","Y04_Z23",2024,1,1,2,1
"Z24","Y04",0.666666666666667,"ZY","other","semi","Y04_Z24",2024,0,1,1,0
"Z26","Y04",0.5,"ZY","other","semi","Y04_Z26",2024,1,1,2,1
"Z27","Y04",0.571428571428571,"ZY","other","semi","Y04_Z27",2024,0,1,1,0
"Z28","Y04",0.571428571428571,"ZY","other","semi","Y04_Z28",2024,1,1,2,1
"Z29","Y04",0.625,"ZY","other","semi","Y04_Z29",2024,1,1,2,1
"Z30","Y04",0.571428571428571,"ZY","other","semi","Y04_Z30",2024,1,1,2,1
"Z31","Y04",0.833333333333333,"ZY","other","semi","Y04_Z31",2024,1,1,2,1
"Z32","Y04",0.666666666666667,"ZY","other","semi","Y04_Z32",2024,1,1,2,1
"Z33","Y04",0.714285714285714,"ZY","other","semi","Y04_Z33",2024,1,1,2,1
"Z35","Y04",0.714285714285714,"ZY","other","semi","Y04_Z35",2024,1,1,2,1
"Z38","Y04",0.571428571428571,"ZY","other","semi","Y04_Z38",2024,0,1,1,0
"Z39","Y04",0.625,"ZY","other","semi","Y04_Z39",2024,1,1,2,1
"Z40","Y04",0.5,"ZY","other","semi","Y04_Z40",2024,0,1,1,0
"Z41","Y04",0.571428571428571,"ZY","other","semi","Y04_Z41",2024,1,1,2,1
"Z42","Y04",0.5,"ZY","other","semi","Y04_Z42",2024,1,1,2,1
"Z43","Y04",0.571428571428571,"ZY","other","semi","Y04_Z43",2024,1,1,2,1
"Z44","Y04",0.666666666666667,"ZY","other","semi","Y04_Z44",2024,0,1,1,0
"Z45","Y04",0.5,"ZY","other","semi","Y04_Z45",2024,1,1,2,1
"Y06","Y05",0.5,"YY","same","same","Y05_Y06",2024,1,1,2,1
"Y07","Y05",0.571428571428571,"YY","same","same","Y05_Y07",2024,1,1,2,1
"Y08","Y05",0.444444444444444,"YY","same","same","Y05_Y08",2024,1,1,2,1
"Y09","Y05",0.5,"YY","same","same","Y05_Y09",2024,1,1,2,1
"Y10","Y05",0.5,"YY","same","same","Y05_Y10",2024,1,1,2,1
"Y11","Y05",0.571428571428571,"YY","same","same","Y05_Y11",2024,1,1,2,1
"Y12","Y05",0.428571428571428,"YY","same","same","Y05_Y12",2024,1,1,2,1
"Y14","Y05",0.5,"YY","same","same","Y05_Y14",2024,1,1,2,1
"Y16","Y05",0.4,"YY","same","same","Y05_Y16",2024,0,1,1,0
"Y17","Y05",0.666666666666667,"YY","same","same","Y05_Y17",2024,1,1,2,1
"Y18","Y05",0.571428571428571,"YY","same","same","Y05_Y18",2024,1,1,2,1
"Y19","Y05",0.285714285714286,"YY","same","same","Y05_Y19",2024,1,1,2,1
"Y20","Y05",0.428571428571428,"YY","same","same","Y05_Y20",2024,1,1,2,1
"Y21","Y05",0.5,"YY","same","same","Y05_Y21",2024,1,1,2,1
"Y22","Y05",0.4,"YY","same","same","Y05_Y22",2024,0,1,1,0
"Y23","Y05",0.375,"YY","same","same","Y05_Y23",2024,0,1,1,0
"Y24","Y05",0.4,"YY","same","same","Y05_Y24",2024,0,1,1,0
"Y25","Y05",0.285714285714286,"YY","same","same","Y05_Y25",2024,0,1,1,0
"Y26","Y05",0.428571428571428,"YY","same","same","Y05_Y26",2024,1,1,2,1
"Y27","Y05",0.285714285714286,"YY","same","same","Y05_Y27",2024,0,1,1,0
"Y28","Y05",0.25,"YY","same","same","Y05_Y28",2024,0,1,1,0
"Y29","Y05",0.428571428571428,"YY","same","same","Y05_Y29",2024,1,1,2,1
"Y30","Y05",0.333333333333333,"YY","same","same","Y05_Y30",2024,0,1,1,0
"Y31","Y05",0.333333333333333,"YY","same","same","Y05_Y31",2024,0,1,1,0
"Y32","Y05",0.333333333333333,"YY","same","same","Y05_Y32",2024,0,1,1,0
"Y33","Y05",0.4,"YY","same","same","Y05_Y33",2024,0,1,1,0
"Y34","Y05",0.5,"YY","same","same","Y05_Y34",2024,1,1,2,1
"Y35","Y05",0.285714285714286,"YY","same","same","Y05_Y35",2024,0,1,1,0
"Z02","Y05",0.375,"ZY","other","semi","Y05_Z02",2024,1,1,2,1
"Z03","Y05",0.5,"ZY","other","semi","Y05_Z03",2024,1,1,2,1
"Z05","Y05",0.375,"ZY","other","semi","Y05_Z05",2024,1,1,2,1
"Z06","Y05",0.428571428571428,"ZY","other","semi","Y05_Z06",2024,0,1,1,0
"Z07","Y05",0.285714285714286,"ZY","other","semi","Y05_Z07",2024,0,1,1,0
"Z08","Y05",0.375,"ZY","other","semi","Y05_Z08",2024,1,1,2,1
"Z10","Y05",0.5,"ZY","other","semi","Y05_Z10",2024,1,1,2,1
"Z11","Y05",0.428571428571428,"ZY","other","semi","Y05_Z11",2024,1,1,2,1
"Z13","Y05",0.5,"ZY","other","semi","Y05_Z13",2024,1,1,2,1
"Z14","Y05",0.666666666666667,"ZY","other","semi","Y05_Z14",2024,1,1,2,1
"Z15","Y05",0.25,"ZY","other","semi","Y05_Z15",2024,1,1,2,1
"Z16","Y05",0.285714285714286,"ZY","other","semi","Y05_Z16",2024,1,1,2,1
"Z17","Y05",0.428571428571428,"ZY","other","semi","Y05_Z17",2024,1,1,2,1
"Z18","Y05",0.4,"ZY","other","semi","Y05_Z18",2024,0,1,1,0
"Z19","Y05",0.333333333333333,"ZY","other","semi","Y05_Z19",2024,0,1,1,0
