"nest1","nest2","weight","site_comb","site_same_other","site_same_semi_other","dyad_ID","year","nest1_anthro","nest2_anthro","anthro","anthro_binary"
"Y10","X23",0.111111111111111,"YX","other","other","X23_Y10",2024,1,1,2,1
"Y11","X23",0.285714285714286,"YX","other","other","X23_Y11",2024,1,1,2,1
"Y12","X23",0.142857142857143,"YX","other","other","X23_Y12",2024,1,1,2,1
"Y14","X23",0.25,"YX","other","other","X23_Y14",2024,1,1,2,1
"Y16","X23",0.25,"YX","other","other","X23_Y16",2024,0,1,1,0
"Y17","X23",0.142857142857143,"YX","other","other","X23_Y17",2024,1,1,2,1
"Y18","X23",0.285714285714286,"YX","other","other","X23_Y18",2024,1,1,2,1
"Y19","X23",0.4,"YX","other","other","X23_Y19",2024,1,1,2,1
"Y20","X23",0.333333333333333,"YX","other","other","X23_Y20",2024,1,1,2,1
"Y21","X23",0.25,"YX","other","other","X23_Y21",2024,1,1,2,1
"Y22","X23",0.25,"YX","other","other","X23_Y22",2024,0,1,1,0
"Y23","X23",0.285714285714286,"YX","other","other","X23_Y23",2024,0,1,1,0
"Y24","X23",0.25,"YX","other","other","X23_Y24",2024,0,1,1,0
"Y25","X23",0.4,"YX","other","other","X23_Y25",2024,0,1,1,0
"Y26","X23",0.142857142857143,"YX","other","other","X23_Y26",2024,1,1,2,1
"Y27","X23",0.4,"YX","other","other","X23_Y27",2024,0,1,1,0
"Y28","X23",0.333333333333333,"YX","other","other","X23_Y28",2024,0,1,1,0
"Y29","X23",0.142857142857143,"YX","other","other","X23_Y29",2024,1,1,2,1
"Y30","X23",0.5,"YX","other","other","X23_Y30",2024,0,1,1,0
"Y31","X23",0.2,"YX","other","other","X23_Y31",2024,0,1,1,0
"Y32","X23",0.2,"YX","other","other","X23_Y32",2024,0,1,1,0
"Y33","X23",0.25,"YX","other","other","X23_Y33",2024,0,1,1,0
"Y34","X23",0.166666666666667,"YX","other","other","X23_Y34",2024,1,1,2,1
"Y35","X23",0.4,"YX","other","other","X23_Y35",2024,0,1,1,0
"Z02","X23",0.285714285714286,"ZX","other","other","X23_Z02",2024,1,1,2,1
"Z03","X23",0.166666666666667,"ZX","other","other","X23_Z03",2024,1,1,2,1
"Z05","X23",0.285714285714286,"ZX","other","other","X23_Z05",2024,1,1,2,1
"Z06","X23",0.333333333333333,"ZX","other","other","X23_Z06",2024,0,1,1,0
"Z07","X23",0.4,"ZX","other","other","X23_Z07",2024,0,1,1,0
"Z08","X23",0.285714285714286,"ZX","other","other","X23_Z08",2024,1,1,2,1
"Z10","X23",0.166666666666667,"ZX","other","other","X23_Z10",2024,1,1,2,1
"Z11","X23",0.333333333333333,"ZX","other","other","X23_Z11",2024,1,1,2,1
"Z13","X23",0.166666666666667,"ZX","other","other","X23_Z13",2024,1,1,2,1
"Z14","X23",0.142857142857143,"ZX","other","other","X23_Z14",2024,1,1,2,1
"Z15","X23",0.333333333333333,"ZX","other","other","X23_Z15",2024,1,1,2,1
"Z16","X23",0.166666666666667,"ZX","other","other","X23_Z16",2024,1,1,2,1
"Z17","X23",0.142857142857143,"ZX","other","other","X23_Z17",2024,1,1,2,1
"Z18","X23",0.25,"ZX","other","other","X23_Z18",2024,0,1,1,0
"Z19","X23",0.2,"ZX","other","other","X23_Z19",2024,0,1,1,0
"Z20","X23",0.166666666666667,"ZX","other","other","X23_Z20",2024,1,1,2,1
"Z21","X23",0.166666666666667,"ZX","other","other","X23_Z21",2024,1,1,2,1
"Z22","X23",0.142857142857143,"ZX","other","other","X23_Z22",2024,1,1,2,1
"Z23","X23",0.125,"ZX","other","other","X23_Z23",2024,1,1,2,1
"Z24","X23",0.2,"ZX","other","other","X23_Z24",2024,0,1,1,0
"Z26","X23",0.142857142857143,"ZX","other","other","X23_Z26",2024,1,1,2,1
"Z27","X23",0.166666666666667,"ZX","other","other","X23_Z27",2024,0,1,1,0
"Z28","X23",0.166666666666667,"ZX","other","other","X23_Z28",2024,1,1,2,1
"Z29","X23",0.285714285714286,"ZX","other","other","X23_Z29",2024,1,1,2,1
"Z30","X23",0.166666666666667,"ZX","other","other","X23_Z30",2024,1,1,2,1
"Z31","X23",0.166666666666667,"ZX","other","other","X23_Z31",2024,1,1,2,1
"Z32","X23",0.2,"ZX","other","other","X23_Z32",2024,1,1,2,1
"Z33","X23",0.142857142857143,"ZX","other","other","X23_Z33",2024,1,1,2,1
"Z35","X23",0.142857142857143,"ZX","other","other","X23_Z35",2024,1,1,2,1
"Z38","X23",0.166666666666667,"ZX","other","other","X23_Z38",2024,0,1,1,0
"Z39","X23",0.285714285714286,"ZX","other","other","X23_Z39",2024,1,1,2,1
"Z40","X23",0.25,"ZX","other","other","X23_Z40",2024,0,1,1,0
"Z41","X23",0.4,"ZX","other","other","X23_Z41",2024,1,1,2,1
"Z42","X23",0.333333333333333,"ZX","other","other","X23_Z42",2024,1,1,2,1
"Z43","X23",0.166666666666667,"ZX","other","other","X23_Z43",2024,1,1,2,1
"Z44","X23",0.2,"ZX","other","other","X23_Z44",2024,0,1,1,0
"Z45","X23",0.25,"ZX","other","other","X23_Z45",2024,1,1,2,1
"X27","X25",0.571428571428571,"XX","same","same","X25_X27",2024,1,1,2,1
"X31","X25",0.555555555555556,"XX","same","same","X25_X31",2024,1,1,2,1
"X32","X25",0.666666666666667,"XX","same","same","X25_X32",2024,0,1,1,0
"X33","X25",0.8,"XX","same","same","X25_X33",2024,0,1,1,0
"X35","X25",0.666666666666667,"XX","same","same","X25_X35",2024,0,1,1,0
"X36","X25",0.8,"XX","same","same","X25_X36",2024,0,1,1,0
"X38","X25",0.666666666666667,"XX","same","same","X25_X38",2024,0,1,1,0
"X39","X25",0.833333333333333,"XX","same","same","X25_X39",2024,1,1,2,1
"Y01","X25",0.666666666666667,"YX","other","other","X25_Y01",2024,1,1,2,1
"Y02","X25",0.444444444444444,"YX","other","other","X25_Y02",2024,1,1,2,1
"Y03","X25",0.666666666666667,"YX","other","other","X25_Y03",2024,0,1,1,0
"Y04","X25",0.571428571428571,"YX","other","other","X25_Y04",2024,1,1,2,1
"Y05","X25",0.5,"YX","other","other","X25_Y05",2024,1,1,2,1
"Y06","X25",0.625,"YX","other","other","X25_Y06",2024,1,1,2,1
"Y07","X25",0.5,"YX","other","other","X25_Y07",2024,1,1,2,1
"Y08","X25",0.555555555555556,"YX","other","other","X25_Y08",2024,1,1,2,1
"Y09","X25",0.625,"YX","other","other","X25_Y09",2024,1,1,2,1
"Y10","X25",0.444444444444444,"YX","other","other","X25_Y10",2024,1,1,2,1
"Y11","X25",0.714285714285714,"YX","other","other","X25_Y11",2024,1,1,2,1
"Y12","X25",0.571428571428571,"YX","other","other","X25_Y12",2024,1,1,2,1
"Y14","X25",0.625,"YX","other","other","X25_Y14",2024,1,1,2,1
"Y16","X25",0.6,"YX","other","other","X25_Y16",2024,0,1,1,0
"Y17","X25",0.571428571428571,"YX","other","other","X25_Y17",2024,1,1,2,1
"Y18","X25",0.714285714285714,"YX","other","other","X25_Y18",2024,1,1,2,1
"Y19","X25",0.666666666666667,"YX","other","other","X25_Y19",2024,1,1,2,1
"Y20","X25",0.571428571428571,"YX","other","other","X25_Y20",2024,1,1,2,1
"Y21","X25",0.625,"YX","other","other","X25_Y21",2024,1,1,2,1
"Y22","X25",0.6,"YX","other","other","X25_Y22",2024,0,1,1,0
"Y23","X25",0.714285714285714,"YX","other","other","X25_Y23",2024,0,1,1,0
"Y24","X25",0.6,"YX","other","other","X25_Y24",2024,0,1,1,0
"Y25","X25",0.666666666666667,"YX","other","other","X25_Y25",2024,0,1,1,0
"Y26","X25",0.375,"YX","other","other","X25_Y26",2024,1,1,2,1
"Y27","X25",0.666666666666667,"YX","other","other","X25_Y27",2024,0,1,1,0
"Y28","X25",0.571428571428571,"YX","other","other","X25_Y28",2024,0,1,1,0
"Y29","X25",0.571428571428571,"YX","other","other","X25_Y29",2024,1,1,2,1
"Y30","X25",0.8,"YX","other","other","X25_Y30",2024,0,1,1,0
"Y31","X25",0.5,"YX","other","other","X25_Y31",2024,0,1,1,0
"Y32","X25",0.5,"YX","other","other","X25_Y32",2024,0,1,1,0
"Y33","X25",0.6,"YX","other","other","X25_Y33",2024,0,1,1,0
"Y34","X25",0.666666666666667,"YX","other","other","X25_Y34",2024,1,1,2,1
"Y35","X25",0.666666666666667,"YX","other","other","X25_Y35",2024,0,1,1,0
"Z02","X25",0.5,"ZX","other","other","X25_Z02",2024,1,1,2,1
"Z03","X25",0.666666666666667,"ZX","other","other","X25_Z03",2024,1,1,2,1
"Z05","X25",0.714285714285714,"ZX","other","other","X25_Z05",2024,1,1,2,1
"Z06","X25",0.571428571428571,"ZX","other","other","X25_Z06",2024,0,1,1,0
"Z07","X25",0.666666666666667,"ZX","other","other","X25_Z07",2024,0,1,1,0
"Z08","X25",0.714285714285714,"ZX","other","other","X25_Z08",2024,1,1,2,1
"Z10","X25",0.666666666666667,"ZX","other","other","X25_Z10",2024,1,1,2,1
"Z11","X25",0.571428571428571,"ZX","other","other","X25_Z11",2024,1,1,2,1
"Z13","X25",0.428571428571428,"ZX","other","other","X25_Z13",2024,1,1,2,1
"Z14","X25",0.571428571428571,"ZX","other","other","X25_Z14",2024,1,1,2,1
"Z15","X25",0.571428571428571,"ZX","other","other","X25_Z15",2024,1,1,2,1
"Z16","X25",0.428571428571428,"ZX","other","other","X25_Z16",2024,1,1,2,1
"Z17","X25",0.375,"ZX","other","other","X25_Z17",2024,1,1,2,1
"Z18","X25",0.333333333333333,"ZX","other","other","X25_Z18",2024,0,1,1,0
"Z19","X25",0.5,"ZX","other","other","X25_Z19",2024,0,1,1,0
"Z20","X25",0.666666666666667,"ZX","other","other","X25_Z20",2024,1,1,2,1
"Z21","X25",0.428571428571428,"ZX","other","other","X25_Z21",2024,1,1,2,1
"Z22","X25",0.571428571428571,"ZX","other","other","X25_Z22",2024,1,1,2,1
"Z23","X25",0.333333333333333,"ZX","other","other","X25_Z23",2024,1,1,2,1
"Z24","X25",0.5,"ZX","other","other","X25_Z24",2024,0,1,1,0
"Z26","X25",0.375,"ZX","other","other","X25_Z26",2024,1,1,2,1
"Z27","X25",0.428571428571428,"ZX","other","other","X25_Z27",2024,0,1,1,0
"Z28","X25",0.428571428571428,"ZX","other","other","X25_Z28",2024,1,1,2,1
"Z29","X25",0.714285714285714,"ZX","other","other","X25_Z29",2024,1,1,2,1
"Z30","X25",0.428571428571428,"ZX","other","other","X25_Z30",2024,1,1,2,1
"Z31","X25",0.666666666666667,"ZX","other","other","X25_Z31",2024,1,1,2,1
"Z32","X25",0.5,"ZX","other","other","X25_Z32",2024,1,1,2,1
"Z33","X25",0.571428571428571,"ZX","other","other","X25_Z33",2024,1,1,2,1
"Z35","X25",0.375,"ZX","other","other","X25_Z35",2024,1,1,2,1
"Z38","X25",0.428571428571428,"ZX","other","other","X25_Z38",2024,0,1,1,0
"Z39","X25",0.714285714285714,"ZX","other","other","X25_Z39",2024,1,1,2,1
"Z40","X25",0.6,"ZX","other","other","X25_Z40",2024,0,1,1,0
"Z41","X25",1,"ZX","other","other","X25_Z41",2024,1,1,2,1
"Z42","X25",0.571428571428571,"ZX","other","other","X25_Z42",2024,1,1,2,1
"Z43","X25",0.428571428571428,"ZX","other","other","X25_Z43",2024,1,1,2,1
"Z44","X25",0.5,"ZX","other","other","X25_Z44",2024,0,1,1,0
"Z45","X25",0.333333333333333,"ZX","other","other","X25_Z45",2024,1,1,2,1
"X31","X27",0.666666666666667,"XX","same","same","X27_X31",2024,1,1,2,1
"X32","X27",0.571428571428571,"XX","same","same","X27_X32",2024,0,1,1,0
"X33","X27",0.666666666666667,"XX","same","same","X27_X33",2024,0,1,1,0
"X35","X27",0.571428571428571,"XX","same","same","X27_X35",2024,0,1,1,0
"X36","X27",0.666666666666667,"XX","same","same","X27_X36",2024,0,1,1,0
"X38","X27",0.833333333333333,"XX","same","same","X27_X38",2024,0,1,1,0
"X39","X27",0.714285714285714,"XX","same","same","X27_X39",2024,1,1,2,1
"Y01","X27",0.833333333333333,"YX","other","other","X27_Y01",2024,1,1,2,1
"Y02","X27",0.555555555555556,"YX","other","other","X27_Y02",2024,1,1,2,1
"Y03","X27",0.833333333333333,"YX","other","other","X27_Y03",2024,0,1,1,0
"Y04","X27",0.714285714285714,"YX","other","other","X27_Y04",2024,1,1,2,1
"Y05","X27",0.428571428571428,"YX","other","other","X27_Y05",2024,1,1,2,1
"Y06","X27",0.75,"YX","other","other","X27_Y06",2024,1,1,2,1
"Y07","X27",0.625,"YX","other","other","X27_Y07",2024,1,1,2,1
"Y08","X27",0.666666666666667,"YX","other","other","X27_Y08",2024,1,1,2,1
"Y09","X27",0.75,"YX","other","other","X27_Y09",2024,1,1,2,1
"Y10","X27",0.555555555555556,"YX","other","other","X27_Y10",2024,1,1,2,1
"Y11","X27",0.857142857142857,"YX","other","other","X27_Y11",2024,1,1,2,1
"Y12","X27",0.5,"YX","other","other","X27_Y12",2024,1,1,2,1
"Y14","X27",0.75,"YX","other","other","X27_Y14",2024,1,1,2,1
"Y16","X27",0.5,"YX","other","other","X27_Y16",2024,0,1,1,0
"Y17","X27",0.714285714285714,"YX","other","other","X27_Y17",2024,1,1,2,1
"Y18","X27",0.857142857142857,"YX","other","other","X27_Y18",2024,1,1,2,1
"Y19","X27",0.833333333333333,"YX","other","other","X27_Y19",2024,1,1,2,1
"Y20","X27",1,"YX","other","other","X27_Y20",2024,1,1,2,1
"Y21","X27",0.75,"YX","other","other","X27_Y21",2024,1,1,2,1
"Y22","X27",0.5,"YX","other","other","X27_Y22",2024,0,1,1,0
"Y23","X27",0.625,"YX","other","other","X27_Y23",2024,0,1,1,0
"Y24","X27",0.5,"YX","other","other","X27_Y24",2024,0,1,1,0
"Y25","X27",0.571428571428571,"YX","other","other","X27_Y25",2024,0,1,1,0
"Y26","X27",0.714285714285714,"YX","other","other","X27_Y26",2024,1,1,2,1
"Y27","X27",0.571428571428571,"YX","other","other","X27_Y27",2024,0,1,1,0
"Y28","X27",0.714285714285714,"YX","other","other","X27_Y28",2024,0,1,1,0
"Y29","X27",0.5,"YX","other","other","X27_Y29",2024,1,1,2,1
"Y30","X27",0.666666666666667,"YX","other","other","X27_Y30",2024,0,1,1,0
"Y31","X27",0.666666666666667,"YX","other","other","X27_Y31",2024,0,1,1,0
"Y32","X27",0.428571428571428,"YX","other","other","X27_Y32",2024,0,1,1,0
"Y33","X27",0.5,"YX","other","other","X27_Y33",2024,0,1,1,0
"Y34","X27",0.375,"YX","other","other","X27_Y34",2024,1,1,2,1
"Y35","X27",0.571428571428571,"YX","other","other","X27_Y35",2024,0,1,1,0
"Z02","X27",0.857142857142857,"ZX","other","other","X27_Z02",2024,1,1,2,1
"Z03","X27",0.571428571428571,"ZX","other","other","X27_Z03",2024,1,1,2,1
"Z05","X27",0.625,"ZX","other","other","X27_Z05",2024,1,1,2,1
"Z06","X27",1,"ZX","other","other","X27_Z06",2024,0,1,1,0
"Z07","X27",0.833333333333333,"ZX","other","other","X27_Z07",2024,0,1,1,0
"Z08","X27",0.625,"ZX","other","other","X27_Z08",2024,1,1,2,1
"Z10","X27",0.571428571428571,"ZX","other","other","X27_Z10",2024,1,1,2,1
"Z11","X27",1,"ZX","other","other","X27_Z11",2024,1,1,2,1
"Z13","X27",0.833333333333333,"ZX","other","other","X27_Z13",2024,1,1,2,1
"Z14","X27",0.714285714285714,"ZX","other","other","X27_Z14",2024,1,1,2,1
"Z15","X27",0.714285714285714,"ZX","other","other","X27_Z15",2024,1,1,2,1
"Z16","X27",0.571428571428571,"ZX","other","other","X27_Z16",2024,1,1,2,1
"Z17","X27",0.714285714285714,"ZX","other","other","X27_Z17",2024,1,1,2,1
"Z18","X27",0.5,"ZX","other","other","X27_Z18",2024,0,1,1,0
"Z19","X27",0.666666666666667,"ZX","other","other","X27_Z19",2024,0,1,1,0
"Z20","X27",0.571428571428571,"ZX","other","other","X27_Z20",2024,1,1,2,1
"Z21","X27",0.833333333333333,"ZX","other","other","X27_Z21",2024,1,1,2,1
"Z22","X27",0.5,"ZX","other","other","X27_Z22",2024,1,1,2,1
"Z23","X27",0.625,"ZX","other","other","X27_Z23",2024,1,1,2,1
"Z24","X27",0.666666666666667,"ZX","other","other","X27_Z24",2024,0,1,1,0
"Z26","X27",0.5,"ZX","other","other","X27_Z26",2024,1,1,2,1
"Z27","X27",0.571428571428571,"ZX","other","other","X27_Z27",2024,0,1,1,0
"Z28","X27",0.571428571428571,"ZX","other","other","X27_Z28",2024,1,1,2,1
"Z29","X27",0.625,"ZX","other","other","X27_Z29",2024,1,1,2,1
"Z30","X27",0.571428571428571,"ZX","other","other","X27_Z30",2024,1,1,2,1
"Z31","X27",0.571428571428571,"ZX","other","other","X27_Z31",2024,1,1,2,1
"Z32","X27",0.666666666666667,"ZX","other","other","X27_Z32",2024,1,1,2,1
"Z33","X27",0.5,"ZX","other","other","X27_Z33",2024,1,1,2,1
"Z35","X27",0.714285714285714,"ZX","other","other","X27_Z35",2024,1,1,2,1
"Z38","X27",0.571428571428571,"ZX","other","other","X27_Z38",2024,0,1,1,0
"Z39","X27",0.625,"ZX","other","other","X27_Z39",2024,1,1,2,1
"Z40","X27",0.5,"ZX","other","other","X27_Z40",2024,0,1,1,0
"Z41","X27",0.571428571428571,"ZX","other","other","X27_Z41",2024,1,1,2,1
"Z42","X27",0.714285714285714,"ZX","other","other","X27_Z42",2024,1,1,2,1
"Z43","X27",0.571428571428571,"ZX","other","other","X27_Z43",2024,1,1,2,1
"Z44","X27",0.666666666666667,"ZX","other","other","X27_Z44",2024,0,1,1,0
"Z45","X27",0.5,"ZX","other","other","X27_Z45",2024,1,1,2,1
"X32","X31",0.555555555555556,"XX","same","same","X31_X32",2024,0,1,1,0
"X33","X31",0.444444444444444,"XX","same","same","X31_X33",2024,0,1,1,0
"X35","X31",0.555555555555556,"XX","same","same","X31_X35",2024,0,1,1,0
"X36","X31",0.444444444444444,"XX","same","same","X31_X36",2024,0,1,1,0
"X38","X31",0.555555555555556,"XX","same","same","X31_X38",2024,0,1,1,0
"X39","X31",0.666666666666667,"XX","same","same","X31_X39",2024,1,1,2,1
"Y01","X31",0.555555555555556,"YX","other","other","X31_Y01",2024,1,1,2,1
"Y02","X31",0.7,"YX","other","other","X31_Y02",2024,1,1,2,1
"Y03","X31",0.555555555555556,"YX","other","other","X31_Y03",2024,0,1,1,0
"Y04","X31",0.666666666666667,"YX","other","other","X31_Y04",2024,1,1,2,1
"Y05","X31",0.444444444444444,"YX","other","other","X31_Y05",2024,1,1,2,1
"Y06","X31",0.7,"YX","other","other","X31_Y06",2024,1,1,2,1
"Y07","X31",0.777777777777778,"YX","other","other","X31_Y07",2024,1,1,2,1
"Y08","X31",0.8,"YX","other","other","X31_Y08",2024,1,1,2,1
"Y09","X31",0.7,"YX","other","other","X31_Y09",2024,1,1,2,1
"Y10","X31",0.7,"YX","other","other","X31_Y10",2024,1,1,2,1
"Y11","X31",0.777777777777778,"YX","other","other","X31_Y11",2024,1,1,2,1
"Y12","X31",0.666666666666667,"YX","other","other","X31_Y12",2024,1,1,2,1
"Y14","X31",0.888888888888889,"YX","other","other","X31_Y14",2024,1,1,2,1
"Y16","X31",0.333333333333333,"YX","other","other","X31_Y16",2024,0,1,1,0
"Y17","X31",0.666666666666667,"YX","other","other","X31_Y17",2024,1,1,2,1
"Y18","X31",0.777777777777778,"YX","other","other","X31_Y18",2024,1,1,2,1
"Y19","X31",0.555555555555556,"YX","other","other","X31_Y19",2024,1,1,2,1
"Y20","X31",0.666666666666667,"YX","other","other","X31_Y20",2024,1,1,2,1
"Y21","X31",0.888888888888889,"YX","other","other","X31_Y21",2024,1,1,2,1
"Y22","X31",0.333333333333333,"YX","other","other","X31_Y22",2024,0,1,1,0
"Y23","X31",0.777777777777778,"YX","other","other","X31_Y23",2024,0,1,1,0
"Y24","X31",0.333333333333333,"YX","other","other","X31_Y24",2024,0,1,1,0
"Y25","X31",0.555555555555556,"YX","other","other","X31_Y25",2024,0,1,1,0
"Y26","X31",0.666666666666667,"YX","other","other","X31_Y26",2024,1,1,2,1
"Y27","X31",0.555555555555556,"YX","other","other","X31_Y27",2024,0,1,1,0
"Y28","X31",0.666666666666667,"YX","other","other","X31_Y28",2024,0,1,1,0
"Y29","X31",0.666666666666667,"YX","other","other","X31_Y29",2024,1,1,2,1
"Y30","X31",0.444444444444444,"YX","other","other","X31_Y30",2024,0,1,1,0
"Y31","X31",0.444444444444444,"YX","other","other","X31_Y31",2024,0,1,1,0
"Y32","X31",0.444444444444444,"YX","other","other","X31_Y32",2024,0,1,1,0
"Y33","X31",0.333333333333333,"YX","other","other","X31_Y33",2024,0,1,1,0
"Y34","X31",0.4,"YX","other","other","X31_Y34",2024,1,1,2,1
"Y35","X31",0.555555555555556,"YX","other","other","X31_Y35",2024,0,1,1,0
"Z02","X31",0.777777777777778,"ZX","other","other","X31_Z02",2024,1,1,2,1
"Z03","X31",0.555555555555556,"ZX","other","other","X31_Z03",2024,1,1,2,1
"Z05","X31",0.777777777777778,"ZX","other","other","X31_Z05",2024,1,1,2,1
"Z06","X31",0.666666666666667,"ZX","other","other","X31_Z06",2024,0,1,1,0
"Z07","X31",0.555555555555556,"ZX","other","other","X31_Z07",2024,0,1,1,0
"Z08","X31",0.777777777777778,"ZX","other","other","X31_Z08",2024,1,1,2,1
"Z10","X31",0.555555555555556,"ZX","other","other","X31_Z10",2024,1,1,2,1
"Z11","X31",0.666666666666667,"ZX","other","other","X31_Z11",2024,1,1,2,1
"Z13","X31",0.555555555555556,"ZX","other","other","X31_Z13",2024,1,1,2,1
"Z14","X31",0.666666666666667,"ZX","other","other","X31_Z14",2024,1,1,2,1
"Z15","X31",0.5,"ZX","other","other","X31_Z15",2024,1,1,2,1
"Z16","X31",0.4,"ZX","other","other","X31_Z16",2024,1,1,2,1
"Z17","X31",0.5,"ZX","other","other","X31_Z17",2024,1,1,2,1
"Z18","X31",0.333333333333333,"ZX","other","other","X31_Z18",2024,0,1,1,0
"Z19","X31",0.444444444444444,"ZX","other","other","X31_Z19",2024,0,1,1,0
"Z20","X31",0.555555555555556,"ZX","other","other","X31_Z20",2024,1,1,2,1
"Z21","X31",0.555555555555556,"ZX","other","other","X31_Z21",2024,1,1,2,1
"Z22","X31",0.666666666666667,"ZX","other","other","X31_Z22",2024,1,1,2,1
"Z23","X31",0.6,"ZX","other","other","X31_Z23",2024,1,1,2,1
"Z24","X31",0.444444444444444,"ZX","other","other","X31_Z24",2024,0,1,1,0
"Z26","X31",0.666666666666667,"ZX","other","other","X31_Z26",2024,1,1,2,1
"Z27","X31",0.555555555555556,"ZX","other","other","X31_Z27",2024,0,1,1,0
"Z28","X31",0.555555555555556,"ZX","other","other","X31_Z28",2024,1,1,2,1
"Z29","X31",0.777777777777778,"ZX","other","other","X31_Z29",2024,1,1,2,1
"Z30","X31",0.555555555555556,"ZX","other","other","X31_Z30",2024,1,1,2,1
"Z31","X31",0.555555555555556,"ZX","other","other","X31_Z31",2024,1,1,2,1
"Z32","X31",0.444444444444444,"ZX","other","other","X31_Z32",2024,1,1,2,1
"Z33","X31",0.666666666666667,"ZX","other","other","X31_Z33",2024,1,1,2,1
"Z35","X31",0.5,"ZX","other","other","X31_Z35",2024,1,1,2,1
"Z38","X31",0.555555555555556,"ZX","other","other","X31_Z38",2024,0,1,1,0
"Z39","X31",0.777777777777778,"ZX","other","other","X31_Z39",2024,1,1,2,1
"Z40","X31",0.333333333333333,"ZX","other","other","X31_Z40",2024,0,1,1,0
"Z41","X31",0.555555555555556,"ZX","other","other","X31_Z41",2024,1,1,2,1
"Z42","X31",0.666666666666667,"ZX","other","other","X31_Z42",2024,1,1,2,1
"Z43","X31",0.555555555555556,"ZX","other","other","X31_Z43",2024,1,1,2,1
"Z44","X31",0.444444444444444,"ZX","other","other","X31_Z44",2024,0,1,1,0
"Z45","X31",0.333333333333333,"ZX","other","other","X31_Z45",2024,1,1,2,1
"X33","X32",0.8,"XX","same","same","X32_X33",2024,0,0,0,1
"X35","X32",0.428571428571428,"XX","same","same","X32_X35",2024,0,0,0,1
"X36","X32",0.8,"XX","same","same","X32_X36",2024,0,0,0,1
"X38","X32",0.666666666666667,"XX","same","same","X32_X38",2024,0,0,0,1
"X39","X32",0.571428571428571,"XX","same","same","X32_X39",2024,1,0,1,0
"Y01","X32",0.666666666666667,"YX","other","other","X32_Y01",2024,1,0,1,0
"Y02","X32",0.444444444444444,"YX","other","other","X32_Y02",2024,1,0,1,0
